"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [UTC]","Ylin lämpötila [°C]","Lämpötilan keskiarvo [°C]","Alin lämpötila [°C]","Suhteellisen kosteuden keskiarvo [%]","Kovin keskituulen nopeus [m/s]","Tuulen suunnan keskiarvo [°]","Keskituulen nopeus [m/s]","Tunnin sademäärä [mm]","Ilmanpaineen keskiarvo [hPa]","Kovin puuska [m/s]"
"Jyväskylä lentoasema","2024","3","26","07:00","-4.2","-4.8","-5.6","82","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","26","08:00","-3.4","-3.8","-4.2","79","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","26","12:00","-1.4","-1.7","-1.9","85","-","-","-","0.1","-","-"
"Jyväskylä lentoasema","2024","3","26","16:00","-0.6","-1","-1.4","76","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","26","17:00","-0.8","-1.3","-1.9","78","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","26","18:00","-1.3","-2.3","-3.1","81","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","26","19:00","-3","-3.4","-3.7","90","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","26","20:00","-2.8","-3","-3.3","90","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","26","21:00","-2.9","-3.2","-3.5","91","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","26","22:00","-2.8","-3.2","-3.5","91","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","26","23:00","-2.9","-3.2","-3.3","92","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","27","00:00","-2.9","-3.1","-3.3","91","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","27","01:00","-2.6","-2.9","-3.3","89","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","27","02:00","-3","-3.2","-3.3","91","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","27","03:00","-2.2","-2.7","-3.2","87","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","27","04:00","-2.1","-2.2","-2.3","84","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","27","05:00","-2","-2.1","-2.1","86","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","27","06:00","-1.5","-1.8","-2.1","87","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","27","07:00","-0.8","-1.1","-1.5","87","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","27","08:00","-0.5","-0.7","-1","87","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","27","09:00","0","-0.3","-0.6","85","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","27","10:00","0.6","0.1","-0.2","86","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","27","11:00","1.2","1","0.6","83","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","27","12:00","1.1","0.7","0.6","90","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","27","13:00","0.8","0.6","0.4","93","-","-","-","0.1","-","-"
"Jyväskylä lentoasema","2024","3","27","14:00","0.6","0.5","0.3","96","-","-","-","0.1","-","-"
"Jyväskylä lentoasema","2024","3","27","15:00","0.8","0.7","0.6","95","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","27","16:00","0.9","0.8","0.8","96","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","27","17:00","0.9","0.8","0.7","97","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","27","18:00","0.9","0.8","0.7","98","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","27","19:00","0.8","0.8","0.7","98","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","27","20:00","0.7","0.6","0.5","99","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","27","21:00","0.6","0.6","0.6","99","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","27","22:00","0.6","0.5","0.5","99","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","27","23:00","0.6","0.5","0.5","100","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","28","00:00","0.5","0.4","0.3","100","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","28","01:00","0.4","0.3","0.2","100","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","28","02:00","0.3","0.1","0.1","100","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","28","03:00","0.1","0","-0.1","100","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","28","04:00","0","-0.2","-0.3","100","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","28","05:00","-0.2","-0.3","-0.4","100","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","28","06:00","-0.2","-0.3","-0.4","100","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","28","07:00","0.3","0","-0.2","99","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","28","08:00","0.8","0.5","0.2","95","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","28","09:00","2.3","1.4","0.7","91","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","28","10:00","4.5","3.4","2.4","82","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","28","11:00","6.4","5.3","4.4","72","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","28","12:00","9.2","8","6.4","59","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","28","13:00","10.1","9.8","9.2","50","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","28","14:00","10.6","10.3","9.7","48","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","28","15:00","10.5","10.1","9.8","48","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","28","16:00","9.9","9","8.2","51","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","28","17:00","8.1","7","6.3","58","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","28","18:00","6.7","5.9","5.3","63","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","28","19:00","5.7","5.1","4.4","67","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","28","20:00","4.6","3.3","2.1","75","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","28","21:00","3","2.5","2.2","80","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","28","22:00","3.2","2.8","2.5","78","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","28","23:00","3","2.4","1.7","80","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","29","00:00","3.3","3","1.8","78","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","29","01:00","2.7","1.9","0.9","83","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","29","02:00","1.4","1","0.6","88","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","29","03:00","2.4","1.9","1.1","84","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","29","04:00","2.6","2.5","2.4","82","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","29","05:00","2.7","2.5","2.3","82","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","29","06:00","2.9","2.7","2.2","82","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","29","07:00","2.9","2.7","2.4","83","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","29","08:00","3.6","3.1","2.7","82","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","29","09:00","5.3","4.4","3.7","77","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","29","10:00","5.8","5.2","4.6","74","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","29","11:00","6.9","6.3","5.6","70","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","29","12:00","7.3","7.1","6.7","67","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","29","13:00","7","6.6","5.9","69","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","29","14:00","7.3","6.8","6","68","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","29","15:00","6.4","6","5.4","70","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","29","16:00","5.6","5.1","4.5","74","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","29","17:00","5.2","4.9","4.5","75","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","29","18:00","5.1","4.7","4.4","76","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","29","19:00","4.8","4.3","3.9","78","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","29","20:00","4.1","3.7","3.4","81","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","29","21:00","4.1","3.5","3.2","81","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","29","22:00","3.6","3.4","3.1","81","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","29","23:00","3.4","3","2.5","86","-","-","-","0.1","-","-"
"Jyväskylä lentoasema","2024","3","30","00:00","2.5","2.3","2","94","-","-","-","0.4","-","-"
"Jyväskylä lentoasema","2024","3","30","01:00","2","1.8","1.5","98","-","-","-","0.7","-","-"
"Jyväskylä lentoasema","2024","3","30","02:00","1.8","1.7","1.5","99","-","-","-","0.9","-","-"
"Jyväskylä lentoasema","2024","3","30","03:00","1.7","1.6","1.5","99","-","-","-","0.8","-","-"
"Jyväskylä lentoasema","2024","3","30","04:00","1.6","1.5","1.4","100","-","-","-","0.6","-","-"
"Jyväskylä lentoasema","2024","3","30","05:00","1.8","1.7","1.5","99","-","-","-","0.5","-","-"
"Jyväskylä lentoasema","2024","3","30","06:00","1.7","1.7","1.6","98","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","30","07:00","1.7","1.6","1.5","97","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","30","08:00","1.9","1.7","1.6","95","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","30","09:00","2.1","2","1.7","93","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","30","10:00","3.3","2.5","2","89","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","30","11:00","3.6","3.3","3","86","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","30","12:00","4.3","4","3.5","82","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","30","13:00","5","4.5","4.1","80","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","30","14:00","5.3","5.1","4.8","77","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","30","15:00","5.2","5","4.8","77","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","30","16:00","4.9","4.6","4.3","79","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","30","17:00","4.3","4","3.7","82","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","30","18:00","3.8","3.6","3.3","83","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","30","19:00","3.4","3.2","3.1","85","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","30","20:00","3.1","3","2.8","87","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","30","21:00","3","2.9","2.7","88","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","30","22:00","3","2.8","2.6","87","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","30","23:00","2.7","2.1","1.5","90","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","31","00:00","2.2","2","1.8","92","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","31","01:00","2","1.9","1.7","93","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","31","02:00","1.9","1.7","1.5","95","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","31","03:00","1.8","1.6","1.3","97","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","31","04:00","1.4","1.1","0.8","99","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","31","05:00","1.2","1","0.9","100","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","31","06:00","1","0.9","0.8","100","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","31","07:00","1.2","1.1","0.9","100","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","31","08:00","1.4","1.3","1.1","100","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","31","09:00","1.6","1.5","1.3","100","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","31","10:00","1.7","1.6","1.5","100","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","31","11:00","1.7","1.6","1.5","99","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","31","12:00","2.1","1.8","1.4","98","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","31","13:00","2.4","2.2","1.9","96","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","31","14:00","3.1","2.7","2.4","95","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","31","15:00","3.4","3.2","3","94","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","31","16:00","3.2","3","2.5","94","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","31","17:00","2.9","2.8","2.6","95","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","31","18:00","2.6","2.2","1.9","97","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","31","19:00","2","1.4","0.8","98","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","31","20:00","1.7","1.5","0.9","99","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","31","21:00","1.5","1.1","0.6","99","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","31","22:00","1.4","1.2","1","99","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","3","31","23:00","1.4","1.2","0.9","100","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","1","00:00","1.7","1.5","0.8","100","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","1","01:00","2","1.6","1","100","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","1","02:00","2.3","2","1.7","100","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","1","03:00","2.2","1.9","1.2","100","-","-","-","0.9","-","-"
"Jyväskylä lentoasema","2024","4","1","04:00","2.2","2.1","1.8","100","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","1","05:00","2.1","1.9","1.4","100","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","1","06:00","2","1.8","1.4","100","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","1","07:00","2.1","1.9","1.7","100","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","1","08:00","2.5","2.2","1.8","100","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","1","09:00","2.5","2.1","1.6","100","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","1","10:00","3.2","2.8","2.1","100","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","1","11:00","3.8","3.3","2.8","100","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","1","12:00","3.9","3.4","2.5","100","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","1","13:00","3.8","3.3","3","99","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","1","14:00","3.5","3","2.6","98","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","1","15:00","3.3","2.8","2.6","98","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","1","16:00","3.2","2.6","2.2","99","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","1","17:00","2.5","2.3","1.9","99","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","1","18:00","2.2","2","1.8","99","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","1","19:00","1.9","1.6","1.3","99","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","1","20:00","1.4","1.1","0.8","98","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","1","21:00","0.8","0.5","0.3","97","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","1","22:00","0.3","0.2","0","95","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","1","23:00","0","-0.1","-0.5","95","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","2","00:00","-0.5","-0.7","-0.8","96","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","2","01:00","-0.8","-0.9","-1","93","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","2","02:00","-1","-1.2","-1.4","90","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","2","03:00","-1.3","-1.4","-1.5","86","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","2","04:00","-1.3","-1.5","-1.5","88","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","2","05:00","-1.6","-1.7","-1.8","90","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","2","06:00","-1.7","-1.8","-2","87","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","2","07:00","-1.8","-1.9","-2.1","87","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","2","08:00","-1.4","-1.6","-1.7","83","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","2","09:00","-1","-1.1","-1.4","81","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","2","10:00","-1","-1.1","-1.2","80","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","2","11:00","-0.9","-1.1","-1.3","79","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","2","12:00","-1.2","-1.3","-1.4","79","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","2","13:00","-1.3","-1.4","-1.6","79","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","2","14:00","-1.5","-1.7","-1.9","79","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","2","15:00","-1.7","-1.8","-1.9","78","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","2","16:00","-1.7","-1.8","-2","78","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","2","17:00","-2","-2.1","-2.3","77","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","2","18:00","-2.2","-2.4","-2.5","76","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","2","19:00","-2.5","-2.6","-2.7","77","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","2","20:00","-2.7","-2.7","-2.8","76","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","2","21:00","-2.7","-2.8","-2.8","75","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","2","22:00","-2.8","-2.8","-2.9","75","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","2","23:00","-2.9","-3","-3.1","75","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","3","00:00","-3","-3.1","-3.2","75","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","3","01:00","-3.2","-3.3","-3.4","74","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","3","02:00","-3.4","-3.6","-3.7","74","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","3","03:00","-3.7","-3.8","-4","74","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","3","04:00","-4","-4.2","-4.3","75","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","3","05:00","-4.3","-4.4","-4.4","75","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","3","06:00","-4.2","-4.4","-4.4","75","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","3","07:00","-4.1","-4.3","-4.4","75","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","3","08:00","-3.8","-4","-4.2","75","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","3","09:00","-3.4","-3.6","-3.8","73","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","3","10:00","-3.3","-3.6","-3.8","73","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","3","11:00","-3.8","-3.9","-4","74","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","3","12:00","-3.4","-3.7","-4","72","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","3","13:00","-2.8","-3","-3.4","66","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","3","14:00","-2.7","-2.8","-2.9","62","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","3","15:00","-2.9","-3.1","-3.3","64","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","3","16:00","-3.2","-3.4","-3.6","68","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","3","17:00","-3.1","-3.2","-3.4","62","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","3","18:00","-3.1","-3.2","-3.4","61","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","3","19:00","-3.4","-3.7","-4","62","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","3","20:00","-3.9","-4.3","-4.6","62","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","3","21:00","-4.6","-4.8","-5.1","58","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","3","22:00","-5.1","-5.9","-6.8","60","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","3","23:00","-6.7","-7.3","-7.9","60","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","4","00:00","-7.8","-8.2","-8.7","61","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","4","01:00","-8.6","-9.1","-9.7","63","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","4","02:00","-9.3","-9.6","-10","65","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","4","03:00","-9.8","-10.3","-10.5","68","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","4","04:00","-10","-10.5","-10.9","69","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","4","05:00","-9.6","-10.2","-10.8","69","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","4","06:00","-8.1","-9","-9.8","63","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","4","07:00","-6.4","-7.2","-8","55","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","4","08:00","-5.3","-5.8","-6.4","47","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","4","09:00","-4.4","-4.8","-5.3","43","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","4","10:00","-3.8","-4.2","-4.6","40","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","4","11:00","-3.2","-3.6","-3.9","35","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","4","12:00","-2.7","-3","-3.3","35","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","4","13:00","-2.1","-2.5","-2.8","34","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","4","14:00","-2.2","-2.4","-2.5","32","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","4","15:00","-1.7","-2.2","-2.4","31","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","4","16:00","-2.4","-2.6","-3","35","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","4","17:00","-2.8","-3.4","-4","36","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","4","18:00","-3.9","-4.7","-5.2","39","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","4","19:00","-5","-6.2","-8.1","47","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","4","20:00","-7.8","-8.5","-8.9","62","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","4","21:00","-8.9","-9.7","-10.7","69","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","4","22:00","-10.5","-11.2","-11.9","74","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","4","23:00","-10.9","-11.2","-12.5","74","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","5","00:00","-11.5","-12","-12.4","76","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","5","01:00","-11.5","-12","-12.9","78","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","5","02:00","-10.5","-11.2","-11.8","74","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","5","03:00","-9.7","-10.3","-10.8","69","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","5","04:00","-9.6","-10.2","-10.8","69","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","5","05:00","-7.2","-8.3","-9.6","58","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","5","06:00","-5.7","-6.4","-7.2","52","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","5","07:00","-4.5","-5.1","-5.7","52","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","5","08:00","-3.6","-4","-4.6","51","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","5","09:00","-2.9","-3.3","-3.7","44","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","5","10:00","-2.6","-2.8","-3.1","43","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","5","11:00","-2.7","-2.9","-3.2","47","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","5","12:00","-2.4","-2.7","-3.3","51","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","5","13:00","-2.6","-2.8","-3.1","53","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","5","14:00","-2.4","-2.7","-3.1","56","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","5","15:00","-2.9","-3.5","-3.8","69","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","5","16:00","-3.7","-4","-4.3","76","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","5","17:00","-4.2","-4.3","-4.4","82","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","5","18:00","-4.3","-4.4","-4.4","82","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","5","19:00","-4.3","-4.4","-4.5","85","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","5","20:00","-4.5","-4.5","-4.6","86","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","5","21:00","-4.6","-4.6","-4.7","87","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","5","22:00","-4.6","-4.6","-4.7","88","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","5","23:00","-4.5","-4.5","-4.6","89","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","6","00:00","-4.5","-4.5","-4.5","90","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","6","01:00","-4.4","-4.5","-4.5","91","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","6","02:00","-4.5","-4.5","-4.5","93","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","6","03:00","-4.5","-4.6","-4.6","96","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","6","04:00","-4.4","-4.5","-4.6","98","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","6","05:00","-4.2","-4.3","-4.5","98","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","6","06:00","-3.8","-4","-4.2","97","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","6","07:00","-3","-3.4","-3.8","91","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","6","08:00","-2.5","-2.8","-3","83","-","-","-","0","-","-"
