"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [UTC]","Ylin lämpötila [°C]","Lämpötilan keskiarvo [°C]","Alin lämpötila [°C]","Suhteellisen kosteuden keskiarvo [%]","Kovin keskituulen nopeus [m/s]","Tuulen suunnan keskiarvo [°]","Keskituulen nopeus [m/s]","Tunnin sademäärä [mm]","Ilmanpaineen keskiarvo [hPa]","Kovin puuska [m/s]"
"Jyväskylä lentoasema AWOS","2024","3","22","12:00","0.8","0.6","0.5","93","5.5","154","5.1","-","1000.5","8"
"Jyväskylä lentoasema AWOS","2024","3","22","13:00","0.8","0.7","0.5","94","6.1","156","5.4","-","999.1","8.8"
"Jyväskylä lentoasema AWOS","2024","3","22","14:00","0.7","0.5","0.4","96","5.8","158","4.8","-","997.9","7.6"
"Jyväskylä lentoasema AWOS","2024","3","22","15:00","0.4","0.4","0.3","97","5","157","4.7","-","996.8","6.8"
"Jyväskylä lentoasema AWOS","2024","3","22","16:00","0.4","0.4","0.3","97","5.1","156","4.9","-","995.5","7.3"
"Jyväskylä lentoasema AWOS","2024","3","22","17:00","0.4","0.3","0.2","97","4.8","157","4.2","-","994.4","6.7"
"Jyväskylä lentoasema AWOS","2024","3","22","18:00","0.3","0.3","0.2","97","3.6","154","3.2","-","993.7","5.3"
"Jyväskylä lentoasema AWOS","2024","3","22","19:00","0.2","0.2","0.1","98","3.5","151","3.2","-","992.8","4.9"
"Jyväskylä lentoasema AWOS","2024","3","22","20:00","0.1","0.1","0.1","98","3.4","148","2.8","-","991.9","4.2"
"Jyväskylä lentoasema AWOS","2024","3","22","21:00","0.1","0.1","0.1","98","2.4","148","1.8","-","990.9","2.9"
"Jyväskylä lentoasema AWOS","2024","3","22","22:00","0.1","0.1","0.1","98","2","146","1.7","-","990.1","2.4"
"Jyväskylä lentoasema AWOS","2024","3","22","23:00","0.1","0.1","0.1","99","1.4","143","1.3","-","989.5","1.7"
"Jyväskylä lentoasema AWOS","2024","3","23","00:00","0.1","0.1","0","99","1.9","144","1.6","-","988.8","2.1"
"Jyväskylä lentoasema AWOS","2024","3","23","01:00","0.3","0.2","0","99","1.5","238","1.2","-","988.3","2.7"
"Jyväskylä lentoasema AWOS","2024","3","23","02:00","0.3","0.2","0.2","98","2.1","275","1.5","-","987.9","2.9"
"Jyväskylä lentoasema AWOS","2024","3","23","03:00","0.4","0.3","0.3","97","2.5","282","2.1","-","987.7","3.6"
"Jyväskylä lentoasema AWOS","2024","3","23","04:00","0.4","0.3","0.3","97","3","281","2.6","-","987.6","4.1"
"Jyväskylä lentoasema AWOS","2024","3","23","05:00","0.3","0.3","0.2","96","3.3","281","2.8","-","987.6","4.1"
"Jyväskylä lentoasema AWOS","2024","3","23","06:00","0.4","0.3","0.3","96","3.5","274","2.8","-","987.9","4.9"
"Jyväskylä lentoasema AWOS","2024","3","23","07:00","0.8","0.6","0.3","93","3.4","281","2.9","-","988.2","5.4"
"Jyväskylä lentoasema AWOS","2024","3","23","08:00","1","0.8","0.7","90","3.8","284","3.2","-","988.7","5"
"Jyväskylä lentoasema AWOS","2024","3","23","09:00","1.3","1.2","1","88","3.9","281","3.4","-","988.9","5.6"
"Jyväskylä lentoasema AWOS","2024","3","23","10:00","2.3","1.7","1.3","82","3.6","273","3.1","-","989","6.2"
"Jyväskylä lentoasema AWOS","2024","3","23","11:00","2.2","1.2","0.3","87","5.2","294","4.3","-","989.5","8"
"Jyväskylä lentoasema AWOS","2024","3","23","12:00","2","1.4","1","78","5.3","275","3.9","-","990.1","7.2"
"Jyväskylä lentoasema AWOS","2024","3","23","13:00","1.8","1.5","0.9","78","4.2","262","3.3","-","990.4","6.6"
"Jyväskylä lentoasema AWOS","2024","3","23","14:00","1.8","1.6","1.2","80","4.1","267","3.4","-","990.8","6"
"Jyväskylä lentoasema AWOS","2024","3","23","15:00","1.8","1.4","0.9","85","4.5","271","3.3","-","991.1","6.7"
"Jyväskylä lentoasema AWOS","2024","3","23","16:00","1.1","1","0.8","89","3","274","2.5","-","991.5","4.5"
"Jyväskylä lentoasema AWOS","2024","3","23","17:00","0.9","0.6","0.3","91","3.4","262","1.7","-","992","5"
"Jyväskylä lentoasema AWOS","2024","3","23","18:00","0.6","0.5","0.5","92","2.2","219","1.5","-","992.4","3.3"
"Jyväskylä lentoasema AWOS","2024","3","23","19:00","0.6","0.4","0.4","93","2.5","242","2.1","-","992.7","3.5"
"Jyväskylä lentoasema AWOS","2024","3","23","20:00","0.5","0.4","0.3","92","2.8","253","2.4","-","993","4.1"
"Jyväskylä lentoasema AWOS","2024","3","23","21:00","0.4","0.3","0.2","93","2.8","246","2.1","-","993.1","3.6"
"Jyväskylä lentoasema AWOS","2024","3","23","22:00","0.3","0.2","0","93","2.5","265","2.3","-","993.2","4.2"
"Jyväskylä lentoasema AWOS","2024","3","23","23:00","0","-0.1","-0.2","94","2.2","263","1.7","-","993.4","3.1"
"Jyväskylä lentoasema AWOS","2024","3","24","00:00","-0.2","-0.4","-0.5","94","2.3","260","1.8","-","993.6","3.1"
"Jyväskylä lentoasema AWOS","2024","3","24","01:00","-0.4","-0.5","-0.6","94","1.8","256","1.7","-","993.7","2.7"
"Jyväskylä lentoasema AWOS","2024","3","24","02:00","-0.4","-0.5","-0.5","94","1.8","247","1.6","-","993.7","2.5"
"Jyväskylä lentoasema AWOS","2024","3","24","03:00","-0.5","-0.5","-0.6","96","2.4","297","1.6","-","993.9","3.5"
"Jyväskylä lentoasema AWOS","2024","3","24","04:00","-0.6","-1","-1.4","95","3.2","7","2.9","-","994.2","4.1"
"Jyväskylä lentoasema AWOS","2024","3","24","05:00","-1.4","-1.7","-2","91","2.7","24","2.3","-","994.8","4.2"
"Jyväskylä lentoasema AWOS","2024","3","24","06:00","-2","-2.3","-2.4","89","3.2","22","2.5","-","995.2","5.2"
"Jyväskylä lentoasema AWOS","2024","3","24","07:00","-2.2","-2.4","-2.7","88","3.9","18","3.3","-","995.5","5.3"
"Jyväskylä lentoasema AWOS","2024","3","24","08:00","-2.4","-2.7","-2.9","87","3.5","26","3","-","996.1","4.6"
"Jyväskylä lentoasema AWOS","2024","3","24","09:00","-2.3","-2.6","-2.7","86","3.3","41","2.7","-","996.4","4.5"
"Jyväskylä lentoasema AWOS","2024","3","24","10:00","-2.3","-2.5","-2.7","85","3","14","2.5","-","996.8","4.7"
"Jyväskylä lentoasema AWOS","2024","3","24","11:00","-2.1","-2.3","-2.5","84","3.1","24","2.9","-","997","4.3"
"Jyväskylä lentoasema AWOS","2024","3","24","12:00","-2","-2.2","-2.3","82","3.1","28","2.6","-","997.3","4.5"
"Jyväskylä lentoasema AWOS","2024","3","24","13:00","-2","-2.2","-2.3","82","3.6","11","3","-","997.4","4.9"
"Jyväskylä lentoasema AWOS","2024","3","24","14:00","-2.1","-2.2","-2.4","82","3.6","4","3.1","-","997.5","4.7"
"Jyväskylä lentoasema AWOS","2024","3","24","15:00","-2.2","-2.4","-2.5","82","3.4","1","3.2","-","997.7","4.9"
"Jyväskylä lentoasema AWOS","2024","3","24","16:00","-2.4","-2.6","-2.8","83","3.4","14","2.8","-","997.9","4.6"
"Jyväskylä lentoasema AWOS","2024","3","24","17:00","-2.8","-2.9","-3","84","3.5","27","2.9","-","998.3","4.8"
"Jyväskylä lentoasema AWOS","2024","3","24","18:00","-3","-3.2","-3.5","84","3.1","42","2.8","-","998.7","4.4"
"Jyväskylä lentoasema AWOS","2024","3","24","19:00","-3.4","-3.7","-3.8","87","3.3","24","2.4","-","998.9","4.6"
"Jyväskylä lentoasema AWOS","2024","3","24","20:00","-3.8","-3.9","-4","88","2.9","18","2.4","-","998.9","4.4"
"Jyväskylä lentoasema AWOS","2024","3","24","21:00","-4","-4.2","-4.3","88","2.9","1","2.4","-","998.8","4"
"Jyväskylä lentoasema AWOS","2024","3","24","22:00","-4.3","-4.6","-4.8","88","2.7","357","2.1","-","998.9","3.9"
"Jyväskylä lentoasema AWOS","2024","3","24","23:00","-4.7","-4.9","-5","89","2.9","10","2.2","-","999","4.4"
"Jyväskylä lentoasema AWOS","2024","3","25","00:00","-4.9","-5","-5.1","89","2.5","4","2.2","-","999.1","3.7"
"Jyväskylä lentoasema AWOS","2024","3","25","01:00","-4.9","-5","-5.1","89","2.5","357","2.3","-","999.3","3.7"
"Jyväskylä lentoasema AWOS","2024","3","25","02:00","-5","-5.1","-5.2","89","2.4","351","2.1","-","999.2","3.5"
"Jyväskylä lentoasema AWOS","2024","3","25","03:00","-5.2","-5.3","-5.4","90","2.2","334","2","-","999.4","3.2"
"Jyväskylä lentoasema AWOS","2024","3","25","04:00","-5.4","-5.5","-5.8","89","2.7","331","2.4","-","999.7","3.6"
"Jyväskylä lentoasema AWOS","2024","3","25","05:00","-5.6","-5.7","-5.8","89","2.7","329","2.5","-","1000","4"
"Jyväskylä lentoasema AWOS","2024","3","25","06:00","-5.4","-5.5","-5.6","88","2.8","326","2.6","-","1000.4","3.9"
"Jyväskylä lentoasema AWOS","2024","3","25","07:00","-4.8","-5.1","-5.5","86","3.8","319","3.2","-","1000.8","4.8"
"Jyväskylä lentoasema AWOS","2024","3","25","08:00","-4.3","-4.5","-4.8","82","3.9","312","3.4","-","1001.3","4.7"
"Jyväskylä lentoasema AWOS","2024","3","25","09:00","-3.6","-4","-4.4","78","2.9","334","2.7","-","1001.8","4.2"
"Jyväskylä lentoasema AWOS","2024","3","25","10:00","-2.9","-3.3","-3.7","76","3.5","323","2.9","-","1002.1","4.8"
"Jyväskylä lentoasema AWOS","2024","3","25","11:00","-2.4","-2.6","-3","73","3.5","323","3","-","1002.4","4.8"
"Jyväskylä lentoasema AWOS","2024","3","25","12:00","-2.3","-2.4","-2.5","72","3.7","315","3.2","-","1002.8","4.9"
"Jyväskylä lentoasema AWOS","2024","3","25","13:00","-2.3","-2.4","-2.5","72","3.7","315","3.2","-","1003.2","5.2"
"Jyväskylä lentoasema AWOS","2024","3","25","14:00","-2.3","-2.5","-2.6","75","3.7","322","3.3","-","1003.6","5.1"
"Jyväskylä lentoasema AWOS","2024","3","25","15:00","-2.6","-2.8","-2.9","77","3.4","334","3","-","1003.9","4.3"
"Jyväskylä lentoasema AWOS","2024","3","25","16:00","-2.8","-3","-3","75","3.2","336","2.6","-","1004.4","4"
"Jyväskylä lentoasema AWOS","2024","3","25","17:00","-3","-3.1","-3.2","75","2.5","341","2.1","-","1004.8","3.3"
"Jyväskylä lentoasema AWOS","2024","3","25","18:00","-3.1","-3.3","-3.4","76","1.8","303","1.5","-","1005.3","3.4"
"Jyväskylä lentoasema AWOS","2024","3","25","19:00","-3.2","-3.4","-3.5","74","1.9","272","1.6","-","1005.7","2.8"
"Jyväskylä lentoasema AWOS","2024","3","25","20:00","-3.4","-3.5","-3.6","70","2.3","266","1.8","-","1006.2","3.4"
"Jyväskylä lentoasema AWOS","2024","3","25","21:00","-3.6","-3.7","-3.8","69","2","280","1.6","-","1006.5","3.1"
"Jyväskylä lentoasema AWOS","2024","3","25","22:00","-3.7","-3.9","-4","70","1.9","296","1.6","-","1006.8","2.7"
"Jyväskylä lentoasema AWOS","2024","3","25","23:00","-4","-4.1","-4.3","69","2.1","286","1.3","-","1007.3","2.8"
"Jyväskylä lentoasema AWOS","2024","3","26","00:00","-4.1","-4.2","-4.4","71","1.4","335","0.9","-","1007.3","1.9"
"Jyväskylä lentoasema AWOS","2024","3","26","01:00","-4.3","-5.3","-5.7","77","1.3","311","1","-","1007.7","1.4"
"Jyväskylä lentoasema AWOS","2024","3","26","02:00","-5.3","-5.6","-5.9","81","1.3","217","0.7","-","1008.1","1.7"
"Jyväskylä lentoasema AWOS","2024","3","26","03:00","-5.5","-5.6","-5.7","83","0.6","337","0.3","-","1008.4","0.7"
"Jyväskylä lentoasema AWOS","2024","3","26","04:00","-5.7","-6","-6.3","85","0.8","332","0.6","-","1008.8","0.9"
"Jyväskylä lentoasema AWOS","2024","3","26","05:00","-5.8","-6.1","-6.3","85","0.7","352","0.6","-","1009.1","0.9"
"Jyväskylä lentoasema AWOS","2024","3","26","06:00","-5.2","-5.6","-5.9","84","0.6","338","0.5","-","1009.4","0.7"
"Jyväskylä lentoasema AWOS","2024","3","26","07:00","-3.2","-4.3","-5.2","78","0.6","35","0.3","-","1009.6","0.8"
"Jyväskylä lentoasema AWOS","2024","3","26","08:00","-2.8","-3.4","-3.7","75","1.3","135","0.9","-","1009.9","1.6"
"Jyväskylä lentoasema AWOS","2024","3","26","09:00","-2.8","-3.2","-3.6","80","1.3","123","1","-","1010.2","1.9"
"Jyväskylä lentoasema AWOS","2024","3","26","10:00","-2.4","-2.7","-2.9","80","1.7","123","1.2","-","1010.4","2.2"
"Jyväskylä lentoasema AWOS","2024","3","26","11:00","-1.5","-2","-2.5","83","1.8","110","1.3","-","1010.5","2.1"
"Jyväskylä lentoasema AWOS","2024","3","26","12:00","-0.5","-1.3","-1.5","80","1.7","102","1.2","-","1010.5","2.2"
"Jyväskylä lentoasema AWOS","2024","3","26","13:00","-0.4","-0.8","-1.1","76","1.2","77","0.8","-","1010.4","2"
"Jyväskylä lentoasema AWOS","2024","3","26","14:00","0.5","-0.2","-0.6","69","1.8","121","1.3","-","1010.4","2.3"
"Jyväskylä lentoasema AWOS","2024","3","26","15:00","0","-0.3","-0.7","71","2.3","122","1.7","-","1010.3","3"
"Jyväskylä lentoasema AWOS","2024","3","26","16:00","-0.1","-0.2","-0.3","71","2.6","109","2.3","-","1010.3","3.2"
"Jyväskylä lentoasema AWOS","2024","3","26","17:00","-0.3","-0.5","-0.9","73","2.3","77","2","-","1010.5","3.5"
"Jyväskylä lentoasema AWOS","2024","3","26","18:00","-0.8","-1.3","-2.5","77","2.3","67","1.6","-","1010.7","2.9"
"Jyväskylä lentoasema AWOS","2024","3","26","19:00","-2.3","-2.8","-3.5","85","1.7","68","0.7","-","1011","2.2"
"Jyväskylä lentoasema AWOS","2024","3","26","20:00","-2.1","-2.6","-3.1","86","1","49","0.6","-","1011.1","1.6"
"Jyväskylä lentoasema AWOS","2024","3","26","21:00","-2.4","-2.9","-3.6","88","1.2","36","0.9","-","1011.3","1.6"
"Jyväskylä lentoasema AWOS","2024","3","26","22:00","-2.7","-3.1","-3.5","89","1.4","352","0.9","-","1011.4","1.8"
"Jyväskylä lentoasema AWOS","2024","3","26","23:00","-2.6","-2.8","-3.1","89","0.9","355","0.6","-","1011.5","1.2"
"Jyväskylä lentoasema AWOS","2024","3","27","00:00","-2.3","-2.8","-3.1","89","0.9","22","0.7","-","1011.8","1.6"
"Jyväskylä lentoasema AWOS","2024","3","27","01:00","-2.2","-2.6","-3","87","1","54","0.6","-","1011.7","1.5"
"Jyväskylä lentoasema AWOS","2024","3","27","02:00","-2.7","-2.9","-3.1","89","1.3","2","0.6","-","1011.6","1.6"
"Jyväskylä lentoasema AWOS","2024","3","27","03:00","-1.9","-2.2","-2.8","83","2.8","113","1.3","-","1011.4","3.7"
"Jyväskylä lentoasema AWOS","2024","3","27","04:00","-1.8","-1.9","-2","82","2.8","127","2.4","-","1011.1","3.4"
"Jyväskylä lentoasema AWOS","2024","3","27","05:00","-1.7","-1.8","-1.9","83","2.7","121","2.4","-","1011","3.5"
"Jyväskylä lentoasema AWOS","2024","3","27","06:00","-1.3","-1.6","-1.8","84","3.4","114","2.8","-","1010.8","4.2"
"Jyväskylä lentoasema AWOS","2024","3","27","07:00","-0.9","-1.1","-1.4","86","5.4","124","3.7","-","1010.6","6.6"
"Jyväskylä lentoasema AWOS","2024","3","27","08:00","-0.5","-0.8","-1","87","6.3","128","5.3","-","1010.6","7.7"
"Jyväskylä lentoasema AWOS","2024","3","27","09:00","0","-0.2","-0.6","85","5.6","126","4.8","-","1010.3","6.7"
"Jyväskylä lentoasema AWOS","2024","3","27","10:00","0.6","0.2","-0.1","85","5.3","124","4.9","-","1010.1","6.8"
"Jyväskylä lentoasema AWOS","2024","3","27","11:00","1.1","0.9","0.6","82","5.5","125","4.8","-","1009.9","6.3"
"Jyväskylä lentoasema AWOS","2024","3","27","12:00","1","0.7","0.6","89","5.2","127","4.2","-","1009.9","6.3"
"Jyväskylä lentoasema AWOS","2024","3","27","13:00","0.8","0.7","0.5","92","4.4","119","3.9","-","1009.8","5.2"
"Jyväskylä lentoasema AWOS","2024","3","27","14:00","0.8","0.7","0.6","94","4.4","112","3.9","-","1009.3","5.8"
"Jyväskylä lentoasema AWOS","2024","3","27","15:00","0.9","0.9","0.7","93","5","121","4.4","-","1009.1","6.5"
"Jyväskylä lentoasema AWOS","2024","3","27","16:00","1.1","1","0.9","94","4.8","125","4.4","-","1008.9","5.8"
"Jyväskylä lentoasema AWOS","2024","3","27","17:00","1","0.9","0.8","95","4.5","131","4.1","-","1008.9","5.7"
"Jyväskylä lentoasema AWOS","2024","3","27","18:00","1","0.9","0.8","96","4.6","134","4.1","-","1008.9","6.1"
"Jyväskylä lentoasema AWOS","2024","3","27","19:00","1","0.9","0.8","96","4.5","127","4.1","-","1008.8","5.8"
"Jyväskylä lentoasema AWOS","2024","3","27","20:00","0.9","0.8","0.7","97","4.1","118","3.7","-","1008.5","5.1"
"Jyväskylä lentoasema AWOS","2024","3","27","21:00","0.8","0.8","0.7","98","4.4","124","4","-","1008.2","5.5"
"Jyväskylä lentoasema AWOS","2024","3","27","22:00","0.7","0.7","0.6","98","4.3","122","3.9","-","1007.9","5.2"
"Jyväskylä lentoasema AWOS","2024","3","27","23:00","0.8","0.7","0.6","98","4.6","121","4","-","1007.6","5.6"
"Jyväskylä lentoasema AWOS","2024","3","28","00:00","0.6","0.6","0.5","99","4.1","121","3.9","-","1007.1","5"
"Jyväskylä lentoasema AWOS","2024","3","28","01:00","0.5","0.4","0.4","99","4.1","127","3.6","-","1006.9","4.8"
"Jyväskylä lentoasema AWOS","2024","3","28","02:00","0.4","0.3","0.2","99","4.7","129","4.3","-","1006.6","6.3"
"Jyväskylä lentoasema AWOS","2024","3","28","03:00","0.3","0.2","0.2","98","4.3","127","3.8","-","1006.2","5.3"
"Jyväskylä lentoasema AWOS","2024","3","28","04:00","0.2","0.1","-0.1","98","4.3","125","4","-","1006","6"
"Jyväskylä lentoasema AWOS","2024","3","28","05:00","0","-0.2","-0.3","99","5","132","4.5","-","1005.6","6.1"
"Jyväskylä lentoasema AWOS","2024","3","28","06:00","-0.1","-0.2","-0.3","98","4.4","127","4","-","1005.2","5.2"
"Jyväskylä lentoasema AWOS","2024","3","28","07:00","0.2","0","-0.1","96","4.6","125","3.9","-","1004.8","5.9"
"Jyväskylä lentoasema AWOS","2024","3","28","08:00","0.9","0.6","0.2","93","4.5","123","3.5","-","1004.3","5.2"
"Jyväskylä lentoasema AWOS","2024","3","28","09:00","2.7","1.6","0.9","89","3.2","113","2.9","-","1003.9","4"
"Jyväskylä lentoasema AWOS","2024","3","28","10:00","4.9","3.8","2.6","78","3.1","116","2.5","-","1003.3","4.1"
"Jyväskylä lentoasema AWOS","2024","3","28","11:00","6.5","5.7","4.7","69","4.1","125","3.6","-","1002.7","5.2"
"Jyväskylä lentoasema AWOS","2024","3","28","12:00","9","7.6","6.4","59","4.5","129","3.7","-","1002","5.4"
"Jyväskylä lentoasema AWOS","2024","3","28","13:00","9.9","9.5","8.6","49","6.1","155","4.8","-","1001.4","7.9"
"Jyväskylä lentoasema AWOS","2024","3","28","14:00","10.2","9.8","9.2","47","5.5","155","4.5","-","1000.7","7.4"
"Jyväskylä lentoasema AWOS","2024","3","28","15:00","10.1","9.5","8.4","49","3.7","148","3.4","-","1000.3","4.9"
"Jyväskylä lentoasema AWOS","2024","3","28","16:00","9.6","8.6","7.8","52","4","148","3.4","-","1000","6"
"Jyväskylä lentoasema AWOS","2024","3","28","17:00","8.3","7.2","6","57","3.3","143","2.9","-","1000","4.3"
"Jyväskylä lentoasema AWOS","2024","3","28","18:00","7","6.3","5.7","61","3.7","135","3.2","-","999.8","4.1"
"Jyväskylä lentoasema AWOS","2024","3","28","19:00","6.6","5.3","4","65","3.2","121","2.7","-","999.6","3.4"
"Jyväskylä lentoasema AWOS","2024","3","28","20:00","4","3.1","2.2","75","2.6","131","2.3","-","999","2.9"
"Jyväskylä lentoasema AWOS","2024","3","28","21:00","3.5","2.8","1.9","77","3","132","2.5","-","998.7","3.1"
"Jyväskylä lentoasema AWOS","2024","3","28","22:00","4.4","3.2","1.7","74","2.9","139","1.9","-","998.3","3"
"Jyväskylä lentoasema AWOS","2024","3","28","23:00","3.9","2.8","1.5","76","2.1","136","1.8","-","997.7","3.5"
"Jyväskylä lentoasema AWOS","2024","3","29","00:00","3.4","2.3","1.3","79","2.2","125","1.2","-","997.2","2.8"
"Jyväskylä lentoasema AWOS","2024","3","29","01:00","1.8","1.2","0.7","87","1.1","46","0.9","-","996.9","1.7"
"Jyväskylä lentoasema AWOS","2024","3","29","02:00","1.4","0.6","0.1","89","1.2","21","0.6","-","996.5","1.4"
"Jyväskylä lentoasema AWOS","2024","3","29","03:00","2.7","2","1.1","83","0.9","87","0.6","-","996","1.5"
"Jyväskylä lentoasema AWOS","2024","3","29","04:00","2.8","2.5","2.3","81","0.4","96","0.3","-","995.5","0.8"
"Jyväskylä lentoasema AWOS","2024","3","29","05:00","2.6","2.4","2.1","82","0.8","53","0.5","-","995.4","1.4"
"Jyväskylä lentoasema AWOS","2024","3","29","06:00","3.1","2.8","2.5","80","2.8","117","1.9","-","995.1","3.2"
"Jyväskylä lentoasema AWOS","2024","3","29","07:00","3.5","3.1","2.5","80","2.6","111","2.3","-","995","3.3"
"Jyväskylä lentoasema AWOS","2024","3","29","08:00","4","3.7","3.1","78","2.8","109","2","-","994.9","3.7"
"Jyväskylä lentoasema AWOS","2024","3","29","09:00","5.3","4.5","3.8","75","3.1","125","2.5","-","994.9","4"
"Jyväskylä lentoasema AWOS","2024","3","29","10:00","6.2","5.4","4.9","72","3.1","126","2.2","-","994.9","3.8"
"Jyväskylä lentoasema AWOS","2024","3","29","11:00","8.1","7","6.2","66","1.9","130","1","-","994.8","2.1"
"Jyväskylä lentoasema AWOS","2024","3","29","12:00","8.6","7.8","7","63","1.4","99","0.7","-","994.8","3.1"
"Jyväskylä lentoasema AWOS","2024","3","29","13:00","8.1","7.7","7.4","64","3","57","2.4","-","994.5","4.2"
"Jyväskylä lentoasema AWOS","2024","3","29","14:00","8.1","7.6","7","64","3.4","47","2.4","-","994.4","5.6"
"Jyväskylä lentoasema AWOS","2024","3","29","15:00","7.1","6.8","6.4","66","2.5","31","1.8","-","994.8","3.3"
"Jyväskylä lentoasema AWOS","2024","3","29","16:00","6.5","6.3","5.8","68","2.6","38","1.9","-","995","3.2"
"Jyväskylä lentoasema AWOS","2024","3","29","17:00","6.1","5.7","5.4","70","2.6","52","2.2","-","995.2","4.2"
"Jyväskylä lentoasema AWOS","2024","3","29","18:00","5.8","4.5","3.6","75","2.9","69","2.4","-","995.5","4.4"
"Jyväskylä lentoasema AWOS","2024","3","29","19:00","5.1","4.4","3.8","76","2.8","71","2.3","-","995.8","3.9"
"Jyväskylä lentoasema AWOS","2024","3","29","20:00","4.6","3.9","2.7","78","1.7","38","1.1","-","996.2","2"
"Jyväskylä lentoasema AWOS","2024","3","29","21:00","4.5","4.1","3.6","77","1.5","56","1.1","-","996.4","2.6"
"Jyväskylä lentoasema AWOS","2024","3","29","22:00","4.1","3.5","3","79","2.1","94","1.6","-","996.7","2.9"
"Jyväskylä lentoasema AWOS","2024","3","29","23:00","3.5","3.2","2.6","82","2.7","124","2.2","-","997.1","3.5"
"Jyväskylä lentoasema AWOS","2024","3","30","00:00","2.9","2.4","2.1","90","2.1","138","1.7","-","997.5","2.6"
"Jyväskylä lentoasema AWOS","2024","3","30","01:00","2.3","2.1","1.5","95","1.9","120","1.7","-","997.7","2.4"
"Jyväskylä lentoasema AWOS","2024","3","30","02:00","2.1","1.9","1.6","97","2.1","106","1.3","-","997.8","2.5"
"Jyväskylä lentoasema AWOS","2024","3","30","03:00","1.9","1.6","1.5","98","2.2","129","1.8","-","997.9","2.4"
"Jyväskylä lentoasema AWOS","2024","3","30","04:00","1.9","1.8","1.6","98","2.5","154","2.1","-","998.3","3.6"
"Jyväskylä lentoasema AWOS","2024","3","30","05:00","2","1.8","1.7","97","2.6","229","1.9","-","998.7","3.4"
"Jyväskylä lentoasema AWOS","2024","3","30","06:00","1.9","1.8","1.7","96","3.2","235","2.4","-","999","5.3"
"Jyväskylä lentoasema AWOS","2024","3","30","07:00","1.8","1.7","1.6","94","4.4","242","3.4","-","999.6","6.7"
"Jyväskylä lentoasema AWOS","2024","3","30","08:00","1.9","1.8","1.7","93","4.2","244","3.6","-","1000.5","7"
"Jyväskylä lentoasema AWOS","2024","3","30","09:00","2.1","2","1.7","90","4.8","249","3.9","-","1001.4","7.5"
"Jyväskylä lentoasema AWOS","2024","3","30","10:00","2.8","2.4","2","88","4.3","253","3.5","-","1002","7.7"
"Jyväskylä lentoasema AWOS","2024","3","30","11:00","3.3","3","2.6","84","4.3","253","3.5","-","1002.3","6.6"
"Jyväskylä lentoasema AWOS","2024","3","30","12:00","4.1","3.7","3.1","81","3.7","252","2.9","-","1002.7","5.8"
"Jyväskylä lentoasema AWOS","2024","3","30","13:00","4.6","4.1","3.8","79","3.9","246","3.4","-","1003.2","5.5"
"Jyväskylä lentoasema AWOS","2024","3","30","14:00","5.1","4.8","4.4","76","4.1","250","3.3","-","1003.6","6.3"
"Jyväskylä lentoasema AWOS","2024","3","30","15:00","5.1","4.8","4.6","76","4.9","250","3.7","-","1004","7.9"
"Jyväskylä lentoasema AWOS","2024","3","30","16:00","4.9","4.6","4.2","77","4.5","251","3.4","-","1004.5","6.8"
"Jyväskylä lentoasema AWOS","2024","3","30","17:00","4.4","4","3.7","80","3.7","252","3.2","-","1005.3","6"
"Jyväskylä lentoasema AWOS","2024","3","30","18:00","3.8","3.7","3.3","80","4.1","258","2.8","-","1005.9","7.1"
"Jyväskylä lentoasema AWOS","2024","3","30","19:00","3.5","3.3","3.1","83","3","238","2.3","-","1006.7","4.6"
"Jyväskylä lentoasema AWOS","2024","3","30","20:00","3.3","3.2","3.1","84","2.4","226","2.1","-","1007.1","3.9"
"Jyväskylä lentoasema AWOS","2024","3","30","21:00","3.3","3.1","2.9","85","3.1","238","2.2","-","1007.4","4.8"
"Jyväskylä lentoasema AWOS","2024","3","30","22:00","3.2","3","2.7","85","3.6","256","2.8","-","1008","5"
"Jyväskylä lentoasema AWOS","2024","3","30","23:00","2.9","2.4","1.9","88","3.8","248","1.7","-","1008.4","5.6"
"Jyväskylä lentoasema AWOS","2024","3","31","00:00","2.5","2.2","2","89","2.6","225","1.6","-","1008.6","4.2"
"Jyväskylä lentoasema AWOS","2024","3","31","01:00","2.2","2","1.9","91","3.9","241","2.5","-","1009.1","5.8"
"Jyväskylä lentoasema AWOS","2024","3","31","02:00","2.1","2","1.9","93","2.5","224","1.5","-","1009.2","4"
"Jyväskylä lentoasema AWOS","2024","3","31","03:00","2.1","1.8","1.5","95","2.2","196","1.5","-","1009.2","3.5"
"Jyväskylä lentoasema AWOS","2024","3","31","04:00","1.6","1.2","1","98","2.6","176","1.9","-","1009.3","3.2"
"Jyväskylä lentoasema AWOS","2024","3","31","05:00","1.2","1.1","1","99","2.5","165","1.9","-","1009.2","3.4"
"Jyväskylä lentoasema AWOS","2024","3","31","06:00","1","0.9","0.8","100","3.2","159","2.6","-","1009.5","4.1"
"Jyväskylä lentoasema AWOS","2024","3","31","07:00","1.2","1.1","1","100","2.8","168","2.3","-","1009.5","4.3"
"Jyväskylä lentoasema AWOS","2024","3","31","08:00","1.4","1.3","1.2","100","2.3","157","2","-","1009.9","3.1"
"Jyväskylä lentoasema AWOS","2024","3","31","09:00","1.5","1.4","1.3","100","2.8","142","2.4","-","1010.1","3.5"
