"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [UTC]","Lämpötilan keskiarvo [°C]","Ylin lämpötila [°C]","Alin lämpötila [°C]","Keskituulen nopeus [m/s]","Suhteellisen kosteuden keskiarvo [%]","Kovin keskituulen nopeus [m/s]","Tuulen suunnan keskiarvo [°]","Kovin puuska [m/s]","Tunnin sademäärä [mm]","Ilmanpaineen keskiarvo [hPa]"
"Jyväskylä lentoasema AWOS","2024","4","4","00:00","-7.4","-7","-7.7","4.1","55","4.9","352","6.5","-","1011.1"
"Jyväskylä lentoasema AWOS","2024","4","4","01:00","-8.2","-7.7","-8.7","3.9","58","4.3","348","6.3","-","1011.9"
"Jyväskylä lentoasema AWOS","2024","4","4","02:00","-9","-8.7","-9.5","3.8","61","4.2","346","6.2","-","1012.6"
"Jyväskylä lentoasema AWOS","2024","4","4","03:00","-9.5","-9.3","-9.7","3.3","63","3.6","344","5.3","-","1013.4"
"Jyväskylä lentoasema AWOS","2024","4","4","04:00","-9.8","-9.5","-10.1","3.1","65","3.6","344","5.1","-","1014.2"
"Jyväskylä lentoasema AWOS","2024","4","4","05:00","-9.8","-9.4","-10.1","3.5","65","3.7","343","5.4","-","1014.8"
"Jyväskylä lentoasema AWOS","2024","4","4","06:00","-8.7","-7.8","-9.4","3.9","60","4.5","346","6.3","-","1015.6"
"Jyväskylä lentoasema AWOS","2024","4","4","07:00","-7","-6.2","-7.9","3.9","52","4.4","353","6.7","-","1016.1"
"Jyväskylä lentoasema AWOS","2024","4","4","08:00","-5.5","-4.8","-6.2","5.1","43","5.9","6","9.9","-","1016.7"
"Jyväskylä lentoasema AWOS","2024","4","4","09:00","-4.4","-4","-5.1","5.5","36","6.2","3","9","-","1017.4"
"Jyväskylä lentoasema AWOS","2024","4","4","10:00","-3.8","-3.3","-4.4","4.4","33","5","358","7","-","1017.8"
"Jyväskylä lentoasema AWOS","2024","4","4","11:00","-3.3","-2.8","-3.7","3.8","31","4.3","17","6.1","-","1018.3"
"Jyväskylä lentoasema AWOS","2024","4","4","12:00","-2.8","-2.3","-3.4","3.5","31","4.6","19","6.6","-","1018.5"
"Jyväskylä lentoasema AWOS","2024","4","4","13:00","-2.4","-2.1","-2.7","3.3","31","4.1","34","6.3","-","1018.8"
"Jyväskylä lentoasema AWOS","2024","4","4","14:00","-2.1","-1.8","-2.3","3.1","28","3.7","11","6.7","-","1019"
"Jyväskylä lentoasema AWOS","2024","4","4","15:00","-1.9","-1.7","-2.1","2.8","28","3.7","352","5.8","-","1019.3"
"Jyväskylä lentoasema AWOS","2024","4","4","16:00","-2.1","-1.8","-2.3","2.8","28","3.4","3","4.9","-","1019.5"
"Jyväskylä lentoasema AWOS","2024","4","4","17:00","-2.7","-2.3","-3.3","2.6","31","3.3","48","4.4","-","1019.8"
"Jyväskylä lentoasema AWOS","2024","4","4","18:00","-3.7","-3.2","-4.4","1.9","34","2.7","45","3.4","-","1020.2"
"Jyväskylä lentoasema AWOS","2024","4","4","19:00","-5.6","-4.3","-6.6","0.9","46","1.4","344","1.5","-","1020.7"
"Jyväskylä lentoasema AWOS","2024","4","4","20:00","-7.4","-6.8","-8","0.7","57","0.9","317","1","-","1021.2"
"Jyväskylä lentoasema AWOS","2024","4","4","21:00","-8.1","-7.4","-8.7","0.5","58","0.9","284","1","-","1021.4"
"Jyväskylä lentoasema AWOS","2024","4","4","22:00","-9.4","-8.4","-10.5","0.7","62","1.3","274","1.5","-","1021.8"
"Jyväskylä lentoasema AWOS","2024","4","4","23:00","-10.2","-9.5","-11.7","0.6","66","1.1","298","1.3","-","1022.1"
"Jyväskylä lentoasema AWOS","2024","4","5","00:00","-11.3","-10.8","-11.7","0.8","69","1.2","298","1.4","-","1022.2"
"Jyväskylä lentoasema AWOS","2024","4","5","01:00","-11","-10.6","-11.6","0.6","70","1.2","282","1.5","-","1022.2"
"Jyväskylä lentoasema AWOS","2024","4","5","02:00","-10.7","-10","-11.6","1","70","1.3","328","1.7","-","1022"
"Jyväskylä lentoasema AWOS","2024","4","5","03:00","-9.8","-9.6","-10.2","0.6","74","1","334","1.2","-","1021.6"
"Jyväskylä lentoasema AWOS","2024","4","5","04:00","-9.4","-8.9","-9.7","0.5","69","0.8","89","1.3","-","1021.3"
"Jyväskylä lentoasema AWOS","2024","4","5","05:00","-8","-6.8","-9","1.4","60","2.2","129","3","-","1021"
"Jyväskylä lentoasema AWOS","2024","4","5","06:00","-6.2","-5.6","-6.8","3.7","51","5","118","6.7","-","1020.5"
"Jyväskylä lentoasema AWOS","2024","4","5","07:00","-5","-4.4","-5.6","5.5","52","6.4","122","8.4","-","1020.2"
"Jyväskylä lentoasema AWOS","2024","4","5","08:00","-4","-3.6","-4.5","7.4","52","9.1","127","12.4","-","1019.5"
"Jyväskylä lentoasema AWOS","2024","4","5","09:00","-3.3","-2.9","-3.6","8.2","46","9.1","124","12.4","-","1018.7"
"Jyväskylä lentoasema AWOS","2024","4","5","10:00","-2.8","-2.6","-3.1","8.9","45","10.2","127","13.2","-","1017.9"
"Jyväskylä lentoasema AWOS","2024","4","5","11:00","-2.8","-2.5","-2.9","8.5","47","10","123","12.4","-","1017.2"
"Jyväskylä lentoasema AWOS","2024","4","5","12:00","-2.7","-2.4","-3","8.3","51","9.5","121","12.4","-","1016.5"
"Jyväskylä lentoasema AWOS","2024","4","5","13:00","-2.6","-2.4","-2.8","8.3","51","9.7","119","13.6","-","1015.5"
"Jyväskylä lentoasema AWOS","2024","4","5","14:00","-2.5","-2.3","-2.8","8.1","53","9.8","117","13","-","1014.6"
"Jyväskylä lentoasema AWOS","2024","4","5","15:00","-3.3","-2.7","-3.6","7.6","68","8.4","122","11.3","-","1014.3"
"Jyväskylä lentoasema AWOS","2024","4","5","16:00","-3.8","-3.5","-4.1","7.2","76","7.9","122","10.3","-","1014.1"
"Jyväskylä lentoasema AWOS","2024","4","5","17:00","-4.1","-4","-4.1","5.4","80","7.6","111","9.4","-","1013.7"
"Jyväskylä lentoasema AWOS","2024","4","5","18:00","-4.1","-4.1","-4.2","5.1","80","6.1","108","8.8","-","1012.8"
"Jyväskylä lentoasema AWOS","2024","4","5","19:00","-4.2","-4.1","-4.3","4.3","82","4.7","101","7.3","-","1012.2"
"Jyväskylä lentoasema AWOS","2024","4","5","20:00","-4.3","-4.3","-4.3","4","83","4.7","104","7.1","-","1011.6"
"Jyväskylä lentoasema AWOS","2024","4","5","21:00","-4.4","-4.3","-4.5","3.9","85","4.4","109","6.2","-","1010.7"
"Jyväskylä lentoasema AWOS","2024","4","5","22:00","-4.4","-4.4","-4.5","3","86","4.4","110","5.9","-","1010"
"Jyväskylä lentoasema AWOS","2024","4","5","23:00","-4.3","-4.3","-4.4","1.9","87","2.5","97","3.9","-","1009.6"
"Jyväskylä lentoasema AWOS","2024","4","6","00:00","-4.3","-4.2","-4.3","1.5","87","1.9","74","2.4","-","1009.2"
"Jyväskylä lentoasema AWOS","2024","4","6","01:00","-4.2","-4.2","-4.3","1.3","88","1.6","62","2","-","1009"
"Jyväskylä lentoasema AWOS","2024","4","6","02:00","-4.2","-4.2","-4.3","1.2","90","1.4","60","1.9","-","1008.6"
"Jyväskylä lentoasema AWOS","2024","4","6","03:00","-4.3","-4.3","-4.4","0.7","94","1","51","1.4","-","1008.4"
"Jyväskylä lentoasema AWOS","2024","4","6","04:00","-4.3","-4.2","-4.4","0.7","97","0.8","335","1.1","-","1008.4"
"Jyväskylä lentoasema AWOS","2024","4","6","05:00","-4.1","-4","-4.3","0.8","98","1.3","322","1.6","-","1008.3"
"Jyväskylä lentoasema AWOS","2024","4","6","06:00","-3.9","-3.7","-4.1","1.9","96","2.4","321","3.1","-","1008.3"
"Jyväskylä lentoasema AWOS","2024","4","6","07:00","-3.3","-2.8","-3.8","3.1","88","4","322","5.3","-","1008.6"
"Jyväskylä lentoasema AWOS","2024","4","6","08:00","-2.6","-2.3","-2.8","3.2","81","3.7","327","4.9","-","1009"
"Jyväskylä lentoasema AWOS","2024","4","6","09:00","-2.2","-2.1","-2.4","3.3","79","3.6","328","5.3","-","1009.6"
"Jyväskylä lentoasema AWOS","2024","4","6","10:00","-2","-1.8","-2.2","3.9","76","4.6","313","6.4","-","1010.1"
"Jyväskylä lentoasema AWOS","2024","4","6","11:00","-1.7","-1.5","-1.9","4.2","71","4.7","317","6.6","-","1010.5"
"Jyväskylä lentoasema AWOS","2024","4","6","12:00","-1.4","-1","-1.7","4.3","69","4.9","303","6.7","-","1010.9"
"Jyväskylä lentoasema AWOS","2024","4","6","13:00","-0.9","-0.4","-1.4","3.6","65","4.6","321","7.1","-","1011.5"
"Jyväskylä lentoasema AWOS","2024","4","6","14:00","-0.3","0","-0.7","3.7","61","4.2","334","6.5","-","1012"
"Jyväskylä lentoasema AWOS","2024","4","6","15:00","0","0.3","-0.3","4","58","4.7","325","6.6","-","1012.4"
"Jyväskylä lentoasema AWOS","2024","4","6","16:00","0","0.2","-0.4","2.8","57","3.8","322","6.1","-","1012.7"
"Jyväskylä lentoasema AWOS","2024","4","6","17:00","-0.4","0","-1","2.3","59","3.1","345","3.8","-","1013.2"
"Jyväskylä lentoasema AWOS","2024","4","6","18:00","-2.3","-0.8","-3.4","1.2","68","1.7","316","1.9","-","1013.9"
"Jyväskylä lentoasema AWOS","2024","4","6","19:00","-3.9","-3.1","-4.7","0.3","74","0.9","227","1","-","1014.5"
"Jyväskylä lentoasema AWOS","2024","4","6","20:00","-5.3","-4.8","-5.9","0.4","85","0.6","169","0.7","-","1014.9"
"Jyväskylä lentoasema AWOS","2024","4","6","21:00","-6.5","-5.7","-6.9","0.3","89","0.4","353","0.6","-","1014.9"
"Jyväskylä lentoasema AWOS","2024","4","6","22:00","-7.5","-6.9","-8","0.4","88","0.6","191","0.8","-","1015.2"
"Jyväskylä lentoasema AWOS","2024","4","6","23:00","-8.4","-7.7","-8.8","0.4","92","0.7","325","0.8","-","1015.6"
"Jyväskylä lentoasema AWOS","2024","4","7","00:00","-8.8","-8.5","-9.1","0.6","90","0.9","278","1.1","-","1015.6"
"Jyväskylä lentoasema AWOS","2024","4","7","01:00","-9.3","-8.7","-9.6","0.7","91","1.4","125","1.7","-","1015.8"
"Jyväskylä lentoasema AWOS","2024","4","7","02:00","-8.4","-7.8","-9","0.9","89","1.6","119","1.7","-","1015.5"
"Jyväskylä lentoasema AWOS","2024","4","7","03:00","-7.7","-6.6","-8.5","1.9","89","3.1","163","4.2","-","1015.2"
"Jyväskylä lentoasema AWOS","2024","4","7","04:00","-5.7","-5.2","-6.3","2.5","87","2.9","163","3.8","-","1014.3"
"Jyväskylä lentoasema AWOS","2024","4","7","05:00","-4.3","-3.2","-5.3","3.1","86","3.9","150","5.1","-","1013.8"
"Jyväskylä lentoasema AWOS","2024","4","7","06:00","-2.5","-2.1","-3.2","3.6","83","3.9","155","5.2","-","1012.7"
"Jyväskylä lentoasema AWOS","2024","4","7","07:00","-1.9","-1.6","-2.1","4.8","86","5.3","157","7.6","-","1011.1"
"Jyväskylä lentoasema AWOS","2024","4","7","08:00","-1.3","-1","-1.6","6.1","90","7.4","160","10.1","-","1009.4"
"Jyväskylä lentoasema AWOS","2024","4","7","09:00","-0.5","-0.2","-1.1","5.5","94","6.7","168","9.7","-","1008.5"
"Jyväskylä lentoasema AWOS","2024","4","7","10:00","0","0.1","-0.2","5.9","95","6.5","172","10.8","-","1007.3"
"Jyväskylä lentoasema AWOS","2024","4","7","11:00","0.3","0.4","0.1","6.4","94","7","176","10.5","-","1006.3"
"Jyväskylä lentoasema AWOS","2024","4","7","12:00","0.4","0.5","0.4","5","95","6","169","8.4","-","1005.5"
"Jyväskylä lentoasema AWOS","2024","4","7","13:00","0.7","1","0.5","4.6","96","5.2","170","8","-","1004.1"
"Jyväskylä lentoasema AWOS","2024","4","7","14:00","1.5","1.9","1","4.3","96","4.9","166","7","-","1002.8"
"Jyväskylä lentoasema AWOS","2024","4","7","15:00","2.1","2.5","1.9","3.7","96","4.5","162","7.5","-","1001.4"
"Jyväskylä lentoasema AWOS","2024","4","7","16:00","2.5","2.9","2.2","3.7","97","4.7","170","7.6","-","1000.1"
"Jyväskylä lentoasema AWOS","2024","4","7","17:00","3.6","4","2.9","4.4","96","4.8","196","9.3","-","999.6"
"Jyväskylä lentoasema AWOS","2024","4","7","18:00","4.4","4.6","4","4.4","96","5.1","207","8.7","-","999.5"
"Jyväskylä lentoasema AWOS","2024","4","7","19:00","4.9","5.3","4.5","4.7","96","5.5","217","8.8","-","999.7"
"Jyväskylä lentoasema AWOS","2024","4","7","20:00","5.9","6.6","5.2","5.3","94","6.2","224","11.2","-","999.4"
"Jyväskylä lentoasema AWOS","2024","4","7","21:00","6.5","6.8","6.3","5.4","92","6.1","232","10.3","-","999.4"
"Jyväskylä lentoasema AWOS","2024","4","7","22:00","6.6","6.8","6.4","6.3","90","7","240","11","-","999.5"
"Jyväskylä lentoasema AWOS","2024","4","7","23:00","6.2","6.6","5.8","5.5","89","6","244","9.8","-","999.6"
"Jyväskylä lentoasema AWOS","2024","4","8","00:00","5.8","6.1","5.4","5.2","89","5.9","245","10.5","-","999.9"
"Jyväskylä lentoasema AWOS","2024","4","8","01:00","5.5","5.9","5.2","5.3","89","5.9","253","9.7","-","1000.4"
"Jyväskylä lentoasema AWOS","2024","4","8","02:00","5","5.3","4.7","4.5","89","5.4","256","8.7","-","1001"
"Jyväskylä lentoasema AWOS","2024","4","8","03:00","4.6","5","4.3","4.7","89","5.1","255","9.4","-","1001.9"
"Jyväskylä lentoasema AWOS","2024","4","8","04:00","4.3","4.7","3.9","3.5","89","4.4","255","7.3","-","1003"
"Jyväskylä lentoasema AWOS","2024","4","8","05:00","4.3","4.5","4.1","3.9","87","4.3","243","7.2","-","1003.7"
"Jyväskylä lentoasema AWOS","2024","4","8","06:00","4.9","5.3","4.6","3.8","83","4.2","232","6.5","-","1004.3"
"Jyväskylä lentoasema AWOS","2024","4","8","07:00","5.6","6","5.3","3.5","80","3.9","225","7.1","-","1004.9"
"Jyväskylä lentoasema AWOS","2024","4","8","08:00","6.4","7","5.9","3.7","77","4.7","230","7.5","-","1005.6"
"Jyväskylä lentoasema AWOS","2024","4","8","09:00","7.6","8.2","7.1","4.6","72","5.4","220","7.9","-","1006.1"
"Jyväskylä lentoasema AWOS","2024","4","8","10:00","8.7","9.3","7.8","4.9","67","5.6","213","8.3","-","1006.3"
"Jyväskylä lentoasema AWOS","2024","4","8","11:00","9.4","10.1","8.9","5.1","62","5.7","223","9.5","-","1006.3"
"Jyväskylä lentoasema AWOS","2024","4","8","12:00","9","9.4","8.6","3.9","65","5.3","214","7.6","-","1006.8"
"Jyväskylä lentoasema AWOS","2024","4","8","13:00","9.7","10","9.3","3.5","63","4.5","207","7.9","-","1006.5"
"Jyväskylä lentoasema AWOS","2024","4","8","14:00","9","9.8","8.4","2.8","72","4.2","214","6.3","-","1006.3"
"Jyväskylä lentoasema AWOS","2024","4","8","15:00","8.2","8.5","7.7","3","83","3.9","222","6.5","-","1006.4"
"Jyväskylä lentoasema AWOS","2024","4","8","16:00","7.7","8.1","7.4","3.4","90","4.1","220","6.5","-","1006.2"
"Jyväskylä lentoasema AWOS","2024","4","8","17:00","7.7","8.2","7.2","3.2","85","4.1","237","6","-","1006.2"
"Jyväskylä lentoasema AWOS","2024","4","8","18:00","6.9","7.3","6.5","3","86","3.7","255","5.6","-","1006.9"
"Jyväskylä lentoasema AWOS","2024","4","8","19:00","6.2","6.7","5.9","2","88","3.2","242","4.6","-","1007.4"
"Jyväskylä lentoasema AWOS","2024","4","8","20:00","5.5","6.3","4.2","1.7","92","2","225","3.5","-","1007.7"
"Jyväskylä lentoasema AWOS","2024","4","8","21:00","3.2","4.6","1.3","1.5","97","2","250","4.2","-","1008.4"
"Jyväskylä lentoasema AWOS","2024","4","8","22:00","1.5","2.8","0.6","1.3","99","2.1","217","2.9","-","1009.3"
"Jyväskylä lentoasema AWOS","2024","4","8","23:00","1","1.9","0","2","99","2.6","228","3.9","-","1009.7"
"Jyväskylä lentoasema AWOS","2024","4","9","00:00","-0.2","0.5","-0.9","1.6","99","2.1","188","3.1","-","1010"
"Jyväskylä lentoasema AWOS","2024","4","9","01:00","0.8","1.7","0.2","1.3","99","2.9","230","4.6","-","1010.4"
"Jyväskylä lentoasema AWOS","2024","4","9","02:00","1.1","1.9","0.6","0.9","100","2.6","272","2.2","-","1010.7"
"Jyväskylä lentoasema AWOS","2024","4","9","03:00","0.7","1.2","0.3","1.2","100","1.5","184","2.1","-","1011.3"
"Jyväskylä lentoasema AWOS","2024","4","9","04:00","0.6","1.2","0.4","0.7","100","1","161","1.5","-","1011.4"
"Jyväskylä lentoasema AWOS","2024","4","9","05:00","0.8","1.1","0.5","1.6","100","2","130","2.2","-","1011.7"
"Jyväskylä lentoasema AWOS","2024","4","9","06:00","1.3","1.7","1.1","1.1","100","1.5","145","1.9","-","1012"
"Jyväskylä lentoasema AWOS","2024","4","9","07:00","2.8","3.7","1.7","1.4","99","1.7","139","2.2","-","1012.4"
"Jyväskylä lentoasema AWOS","2024","4","9","08:00","4","5","3.4","1.6","98","2","110","2.4","-","1012.6"
"Jyväskylä lentoasema AWOS","2024","4","9","09:00","6.3","7.6","5.1","2.5","87","3","125","3.5","-","1012.6"
"Jyväskylä lentoasema AWOS","2024","4","9","10:00","8.5","9.8","7.3","3.1","75","3.4","123","4.9","-","1012.4"
"Jyväskylä lentoasema AWOS","2024","4","9","11:00","10.2","10.9","9.7","3.5","67","4.1","131","5","-","1012.3"
"Jyväskylä lentoasema AWOS","2024","4","9","12:00","11.7","12.4","10.8","2.8","58","4.1","208","5.6","-","1012.2"
"Jyväskylä lentoasema AWOS","2024","4","9","13:00","12.3","13.1","11.8","3.2","54","4.4","211","6.4","-","1012.2"
"Jyväskylä lentoasema AWOS","2024","4","9","14:00","12.4","12.9","12","3.1","51","3.8","221","6.2","-","1012.3"
"Jyväskylä lentoasema AWOS","2024","4","9","15:00","12.8","13.4","11.8","3.1","51","3.6","217","5.3","-","1012.3"
"Jyväskylä lentoasema AWOS","2024","4","9","16:00","11.9","12.4","11.3","2.8","58","3.8","155","4.8","-","1012.6"
"Jyväskylä lentoasema AWOS","2024","4","9","17:00","10.7","11.4","10","2.9","62","3.6","156","4.2","-","1012.6"
"Jyväskylä lentoasema AWOS","2024","4","9","18:00","8","10.8","4.9","1.6","73","2.6","175","3.1","-","1013.2"
"Jyväskylä lentoasema AWOS","2024","4","9","19:00","4.1","5.2","2.9","0.4","87","0.7","301","0.8","-","1013.9"
"Jyväskylä lentoasema AWOS","2024","4","9","20:00","2.5","3.6","1.4","0.4","90","0.6","147","0.8","-","1014.1"
"Jyväskylä lentoasema AWOS","2024","4","9","21:00","1.5","1.8","1.2","0.5","94","0.9","60","1.2","-","1014.2"
"Jyväskylä lentoasema AWOS","2024","4","9","22:00","0.7","1.1","-0.1","0.4","95","0.7","12","1","-","1014.4"
"Jyväskylä lentoasema AWOS","2024","4","9","23:00","0.2","0.8","-0.3","0.6","94","1","296","1.6","-","1014.3"
"Jyväskylä lentoasema AWOS","2024","4","10","00:00","-0.4","-0.1","-0.7","0.4","96","0.6","26","1.2","-","1014.3"
"Jyväskylä lentoasema AWOS","2024","4","10","01:00","-0.3","0.1","-0.6","0.4","96","0.5","68","0.9","-","1014.1"
"Jyväskylä lentoasema AWOS","2024","4","10","02:00","-0.3","0","-0.5","0.6","96","1","121","1.3","-","1014.2"
"Jyväskylä lentoasema AWOS","2024","4","10","03:00","-0.2","-0.1","-0.5","0.5","97","1","163","1.3","-","1013.7"
"Jyväskylä lentoasema AWOS","2024","4","10","04:00","-0.1","0.3","-0.5","0.6","99","1.2","333","1.7","-","1013.3"
"Jyväskylä lentoasema AWOS","2024","4","10","05:00","0.2","0.8","-0.3","2.1","98","2.8","148","3.1","-","1012.6"
"Jyväskylä lentoasema AWOS","2024","4","10","06:00","2.1","3.3","0.8","2.4","98","3","156","3.8","-","1011.7"
"Jyväskylä lentoasema AWOS","2024","4","10","07:00","4.3","5.8","2.3","3.5","96","4.3","144","5.8","-","1009.9"
"Jyväskylä lentoasema AWOS","2024","4","10","08:00","7.1","8.1","5.8","4.5","87","6","143","7.7","-","1008.6"
"Jyväskylä lentoasema AWOS","2024","4","10","09:00","8.8","10.1","7.9","5.4","81","6","148","7.9","-","1007"
"Jyväskylä lentoasema AWOS","2024","4","10","10:00","10.9","11.9","9.9","4.9","78","5.9","148","8.3","-","1005.4"
"Jyväskylä lentoasema AWOS","2024","4","10","11:00","12.4","12.8","11.9","6.4","74","8.2","160","11.7","-","1003.8"
"Jyväskylä lentoasema AWOS","2024","4","10","12:00","12.5","12.7","12.2","6.1","74","7.2","177","10.5","-","1003.7"
"Jyväskylä lentoasema AWOS","2024","4","10","13:00","11.7","12.2","11.1","4.7","78","6.1","177","9.9","-","1003.5"
"Jyväskylä lentoasema AWOS","2024","4","10","14:00","11.6","12.6","10.9","3.9","79","4.8","192","7.3","-","1003.5"
"Jyväskylä lentoasema AWOS","2024","4","10","15:00","11.4","12.5","10.6","5.9","70","7","240","11.1","-","1003.8"
"Jyväskylä lentoasema AWOS","2024","4","10","16:00","10.4","10.8","10.1","3.8","64","6.1","229","10.6","-","1004"
"Jyväskylä lentoasema AWOS","2024","4","10","17:00","9.8","10.2","9.2","2.3","67","2.8","198","5","-","1003.4"
"Jyväskylä lentoasema AWOS","2024","4","10","18:00","9.7","9.9","9.4","3.7","64","5.1","199","8.9","-","1002.8"
"Jyväskylä lentoasema AWOS","2024","4","10","19:00","8.9","9.4","8.6","5.1","67","6.2","201","9.4","-","1002.3"
"Jyväskylä lentoasema AWOS","2024","4","10","20:00","8.1","8.7","7.7","4.9","72","6.1","212","9.3","-","1002.1"
"Jyväskylä lentoasema AWOS","2024","4","10","21:00","7.3","7.8","7.1","5.1","76","6.1","215","10.9","-","1001.8"
"Jyväskylä lentoasema AWOS","2024","4","10","22:00","6.2","7.1","5.6","4.8","85","6.6","221","10.2","-","1001.6"
"Jyväskylä lentoasema AWOS","2024","4","10","23:00","5.4","5.7","5.1","4.4","90","5","222","8.2","-","1001.5"
"Jyväskylä lentoasema AWOS","2024","4","11","00:00","5.1","5.2","4.8","5.3","92","6.1","230","10","-","1001.7"
"Jyväskylä lentoasema AWOS","2024","4","11","01:00","4.8","5.1","4.6","5.6","92","6.4","247","10.8","-","1002.5"
"Jyväskylä lentoasema AWOS","2024","4","11","02:00","4.3","4.6","3.8","5.7","88","6.4","250","10.3","-","1003.3"
"Jyväskylä lentoasema AWOS","2024","4","11","03:00","3.6","3.8","3.3","5","85","6.3","253","9.6","-","1004.3"
"Jyväskylä lentoasema AWOS","2024","4","11","04:00","3.2","3.4","3.1","5.1","84","5.9","255","10.1","-","1005.2"
"Jyväskylä lentoasema AWOS","2024","4","11","05:00","3.6","4.1","3","5.8","80","6.7","259","10.8","-","1005.9"
"Jyväskylä lentoasema AWOS","2024","4","11","06:00","4.6","5.1","4.1","5.8","73","6.9","259","12.5","-","1006.6"
"Jyväskylä lentoasema AWOS","2024","4","11","07:00","5.7","6.3","5.2","6.8","65","7.7","264","12.6","-","1007.3"
"Jyväskylä lentoasema AWOS","2024","4","11","08:00","6.7","7.2","6.2","7","58","7.9","255","13.6","-","1007.9"
"Jyväskylä lentoasema AWOS","2024","4","11","09:00","7.4","8","7.1","7.6","53","8.5","256","13.7","-","1008.3"
"Jyväskylä lentoasema AWOS","2024","4","11","10:00","8.2","9","7.7","7.4","49","8.4","250","13.7","-","1008.5"
"Jyväskylä lentoasema AWOS","2024","4","11","11:00","9.5","9.9","8.9","7.3","43","8.4","246","13.2","-","1008.2"
"Jyväskylä lentoasema AWOS","2024","4","11","12:00","10","10.4","9.6","7.1","40","8.1","246","12.4","-","1008.3"
"Jyväskylä lentoasema AWOS","2024","4","11","13:00","10.3","10.7","10","7.9","41","9","245","14.9","-","1008.3"
"Jyväskylä lentoasema AWOS","2024","4","11","14:00","10","10.4","9.5","7.3","43","9.6","235","13.6","-","1008.1"
"Jyväskylä lentoasema AWOS","2024","4","11","15:00","9.1","9.6","8.6","6.9","45","9.1","239","14.3","-","1008"
"Jyväskylä lentoasema AWOS","2024","4","11","16:00","8","8.6","6.9","4.7","53","5.4","241","8.8","-","1007.7"
"Jyväskylä lentoasema AWOS","2024","4","11","17:00","5.6","6.8","4.8","4.2","76","6.4","231","9.2","-","1007.6"
"Jyväskylä lentoasema AWOS","2024","4","11","18:00","4.4","4.8","4.1","1.7","89","2.4","198","4.2","-","1006.7"
"Jyväskylä lentoasema AWOS","2024","4","11","19:00","4","4.1","3.8","1.8","96","2.3","169","5.2","-","1005.8"
"Jyväskylä lentoasema AWOS","2024","4","11","20:00","3.8","4","3.4","2.7","94","3.3","209","4.8","-","1005.1"
"Jyväskylä lentoasema AWOS","2024","4","11","21:00","3.2","3.4","3","2","95","2.9","223","4.7","-","1004.4"
"Jyväskylä lentoasema AWOS","2024","4","11","22:00","3","3.2","2.8","1.6","96","2.1","232","3.3","-","1003.9"
"Jyväskylä lentoasema AWOS","2024","4","11","23:00","2.9","2.9","2.8","1.1","97","1.3","208","2.4","-","1003.6"
"Jyväskylä lentoasema AWOS","2024","4","12","00:00","2.9","3.2","2.8","1.8","97","2.4","248","4.4","-","1003.6"
"Jyväskylä lentoasema AWOS","2024","4","12","01:00","3.4","3.6","3.2","3.3","95","3.8","282","6.8","-","1004"
"Jyväskylä lentoasema AWOS","2024","4","12","02:00","3.2","3.4","3","4.6","94","5.4","291","8.7","-","1004.8"
"Jyväskylä lentoasema AWOS","2024","4","12","03:00","2.8","3","2.6","4.1","93","4.9","297","8","-","1005.7"
"Jyväskylä lentoasema AWOS","2024","4","12","04:00","2.5","2.7","2.4","4.3","93","5.2","288","7.6","-","1006.7"
"Jyväskylä lentoasema AWOS","2024","4","12","05:00","2.6","2.8","2.5","5.1","93","5.9","283","8.2","-","1007.7"
"Jyväskylä lentoasema AWOS","2024","4","12","06:00","2.9","3.3","2.7","4.6","91","5.2","281","8","-","1008.2"
"Jyväskylä lentoasema AWOS","2024","4","12","07:00","3.6","4.3","3.2","4.5","85","5.2","286","6.8","-","1009.2"
"Jyväskylä lentoasema AWOS","2024","4","12","08:00","4.7","5.7","4","5.2","74","5.9","284","8.4","-","1010.2"
"Jyväskylä lentoasema AWOS","2024","4","12","09:00","5.7","6.8","5.1","5.9","63","7.1","289","11.2","-","1010.8"
"Jyväskylä lentoasema AWOS","2024","4","12","10:00","7","8","6.1","6.7","55","7.2","306","11.4","-","1011.2"
"Jyväskylä lentoasema AWOS","2024","4","12","11:00","7.9","8.9","7.4","6.9","49","7.4","312","10.9","-","1011.8"
"Jyväskylä lentoasema AWOS","2024","4","12","12:00","8.8","9.6","8","5.5","45","6.9","311","9.6","-","1012.3"
"Jyväskylä lentoasema AWOS","2024","4","12","13:00","9.2","9.9","8.6","4.8","45","5.6","301","9.6","-","1012.6"
"Jyväskylä lentoasema AWOS","2024","4","12","14:00","9.4","9.9","9","4.4","43","4.9","290","9.4","-","1012.6"
"Jyväskylä lentoasema AWOS","2024","4","12","15:00","9.7","10.2","9.4","3.4","42","4.3","276","6.5","-","1012.4"
"Jyväskylä lentoasema AWOS","2024","4","12","16:00","9.5","9.9","9.2","2.8","41","3.6","276","7","-","1012.2"
"Jyväskylä lentoasema AWOS","2024","4","12","17:00","8.7","9.4","7.1","1.7","43","2.2","248","3.2","-","1012"
"Jyväskylä lentoasema AWOS","2024","4","12","18:00","4.5","7","2.1","1.1","62","1.5","207","2","-","1012.1"
"Jyväskylä lentoasema AWOS","2024","4","12","19:00","2.1","2.5","1.5","0.8","75","1.2","203","1.4","-","1012.3"
