"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [UTC]","Ilmanpaineen keskiarvo [hPa]","Tunnin sademäärä [mm]","Kovin puuska [m/s]","Tuulen suunnan keskiarvo [°]","Kovin keskituulen nopeus [m/s]","Keskituulen nopeus [m/s]","Suhteellisen kosteuden keskiarvo [%]","Alin lämpötila [°C]","Ylin lämpötila [°C]","Lämpötilan keskiarvo [°C]"
"Jyväskylä lentoasema","2024","3","25","10:00","-","0","-","-","-","-","78","-3.8","-3.1","-3.4"
"Jyväskylä lentoasema","2024","3","25","11:00","-","0","-","-","-","-","75","-3.1","-2.4","-2.7"
"Jyväskylä lentoasema","2024","3","25","12:00","-","0","-","-","-","-","75","-2.8","-2.5","-2.6"
"Jyväskylä lentoasema","2024","3","25","13:00","-","0","-","-","-","-","76","-2.7","-2.4","-2.6"
"Jyväskylä lentoasema","2024","3","25","14:00","-","0","-","-","-","-","79","-3","-2.4","-2.8"
"Jyväskylä lentoasema","2024","3","25","15:00","-","0","-","-","-","-","81","-3.2","-3","-3.1"
"Jyväskylä lentoasema","2024","3","25","16:00","-","0","-","-","-","-","79","-3.4","-3.2","-3.3"
"Jyväskylä lentoasema","2024","3","25","17:00","-","0","-","-","-","-","79","-3.5","-3.3","-3.4"
"Jyväskylä lentoasema","2024","3","25","18:00","-","0","-","-","-","-","79","-3.6","-3.3","-3.5"
"Jyväskylä lentoasema","2024","3","25","19:00","-","0","-","-","-","-","77","-3.7","-3.5","-3.5"
"Jyväskylä lentoasema","2024","3","25","20:00","-","0","-","-","-","-","74","-3.9","-3.6","-3.7"
"Jyväskylä lentoasema","2024","3","25","21:00","-","0","-","-","-","-","72","-4","-3.8","-3.9"
"Jyväskylä lentoasema","2024","3","25","22:00","-","0","-","-","-","-","72","-4.2","-3.9","-4.1"
"Jyväskylä lentoasema","2024","3","25","23:00","-","0","-","-","-","-","72","-4.6","-4.2","-4.3"
"Jyväskylä lentoasema","2024","3","26","00:00","-","0","-","-","-","-","76","-4.9","-4.5","-4.7"
"Jyväskylä lentoasema","2024","3","26","01:00","-","0","-","-","-","-","79","-5.7","-4.7","-5.4"
"Jyväskylä lentoasema","2024","3","26","02:00","-","0","-","-","-","-","82","-5.8","-5.4","-5.6"
"Jyväskylä lentoasema","2024","3","26","03:00","-","0","-","-","-","-","85","-6.2","-5.7","-6"
"Jyväskylä lentoasema","2024","3","26","04:00","-","0","-","-","-","-","88","-6.7","-6.1","-6.4"
"Jyväskylä lentoasema","2024","3","26","05:00","-","0","-","-","-","-","88","-6.6","-6.3","-6.5"
"Jyväskylä lentoasema","2024","3","26","06:00","-","0","-","-","-","-","87","-6.5","-5.6","-6"
"Jyväskylä lentoasema","2024","3","26","07:00","-","0","-","-","-","-","82","-5.6","-4.2","-4.8"
"Jyväskylä lentoasema","2024","3","26","08:00","-","0","-","-","-","-","79","-4.2","-3.4","-3.8"
"Jyväskylä lentoasema","2024","3","26","12:00","-","0.1","-","-","-","-","85","-1.9","-1.4","-1.7"
"Jyväskylä lentoasema","2024","3","26","16:00","-","0","-","-","-","-","76","-1.4","-0.6","-1"
"Jyväskylä lentoasema","2024","3","26","17:00","-","0","-","-","-","-","78","-1.9","-0.8","-1.3"
"Jyväskylä lentoasema","2024","3","26","18:00","-","0","-","-","-","-","81","-3.1","-1.3","-2.3"
"Jyväskylä lentoasema","2024","3","26","19:00","-","0","-","-","-","-","90","-3.7","-3","-3.4"
"Jyväskylä lentoasema","2024","3","26","20:00","-","0","-","-","-","-","90","-3.3","-2.8","-3"
"Jyväskylä lentoasema","2024","3","26","21:00","-","0","-","-","-","-","91","-3.5","-2.9","-3.2"
"Jyväskylä lentoasema","2024","3","26","22:00","-","0","-","-","-","-","91","-3.5","-2.8","-3.2"
"Jyväskylä lentoasema","2024","3","26","23:00","-","0","-","-","-","-","92","-3.3","-2.9","-3.2"
"Jyväskylä lentoasema","2024","3","27","00:00","-","0","-","-","-","-","91","-3.3","-2.9","-3.1"
"Jyväskylä lentoasema","2024","3","27","01:00","-","0","-","-","-","-","89","-3.3","-2.6","-2.9"
"Jyväskylä lentoasema","2024","3","27","02:00","-","0","-","-","-","-","91","-3.3","-3","-3.2"
"Jyväskylä lentoasema","2024","3","27","03:00","-","0","-","-","-","-","87","-3.2","-2.2","-2.7"
"Jyväskylä lentoasema","2024","3","27","04:00","-","0","-","-","-","-","84","-2.3","-2.1","-2.2"
"Jyväskylä lentoasema","2024","3","27","05:00","-","0","-","-","-","-","86","-2.1","-2","-2.1"
"Jyväskylä lentoasema","2024","3","27","06:00","-","0","-","-","-","-","87","-2.1","-1.5","-1.8"
"Jyväskylä lentoasema","2024","3","27","07:00","-","0","-","-","-","-","87","-1.5","-0.8","-1.1"
"Jyväskylä lentoasema","2024","3","27","08:00","-","0","-","-","-","-","87","-1","-0.5","-0.7"
"Jyväskylä lentoasema","2024","3","27","09:00","-","0","-","-","-","-","85","-0.6","0","-0.3"
"Jyväskylä lentoasema","2024","3","27","10:00","-","0","-","-","-","-","86","-0.2","0.6","0.1"
"Jyväskylä lentoasema","2024","3","27","11:00","-","0","-","-","-","-","83","0.6","1.2","1"
"Jyväskylä lentoasema","2024","3","27","12:00","-","0","-","-","-","-","90","0.6","1.1","0.7"
"Jyväskylä lentoasema","2024","3","27","13:00","-","0.1","-","-","-","-","93","0.4","0.8","0.6"
"Jyväskylä lentoasema","2024","3","27","14:00","-","0.1","-","-","-","-","96","0.3","0.6","0.5"
"Jyväskylä lentoasema","2024","3","27","15:00","-","0","-","-","-","-","95","0.6","0.8","0.7"
"Jyväskylä lentoasema","2024","3","27","16:00","-","0","-","-","-","-","96","0.8","0.9","0.8"
"Jyväskylä lentoasema","2024","3","27","17:00","-","0","-","-","-","-","97","0.7","0.9","0.8"
"Jyväskylä lentoasema","2024","3","27","18:00","-","0","-","-","-","-","98","0.7","0.9","0.8"
"Jyväskylä lentoasema","2024","3","27","19:00","-","0","-","-","-","-","98","0.7","0.8","0.8"
"Jyväskylä lentoasema","2024","3","27","20:00","-","0","-","-","-","-","99","0.5","0.7","0.6"
"Jyväskylä lentoasema","2024","3","27","21:00","-","0","-","-","-","-","99","0.6","0.6","0.6"
"Jyväskylä lentoasema","2024","3","27","22:00","-","0","-","-","-","-","99","0.5","0.6","0.5"
"Jyväskylä lentoasema","2024","3","27","23:00","-","0","-","-","-","-","100","0.5","0.6","0.5"
"Jyväskylä lentoasema","2024","3","28","00:00","-","0","-","-","-","-","100","0.3","0.5","0.4"
"Jyväskylä lentoasema","2024","3","28","01:00","-","0","-","-","-","-","100","0.2","0.4","0.3"
"Jyväskylä lentoasema","2024","3","28","02:00","-","0","-","-","-","-","100","0.1","0.3","0.1"
"Jyväskylä lentoasema","2024","3","28","03:00","-","0","-","-","-","-","100","-0.1","0.1","0"
"Jyväskylä lentoasema","2024","3","28","04:00","-","0","-","-","-","-","100","-0.3","0","-0.2"
"Jyväskylä lentoasema","2024","3","28","05:00","-","0","-","-","-","-","100","-0.4","-0.2","-0.3"
"Jyväskylä lentoasema","2024","3","28","06:00","-","0","-","-","-","-","100","-0.4","-0.2","-0.3"
"Jyväskylä lentoasema","2024","3","28","07:00","-","0","-","-","-","-","99","-0.2","0.3","0"
"Jyväskylä lentoasema","2024","3","28","08:00","-","0","-","-","-","-","95","0.2","0.8","0.5"
"Jyväskylä lentoasema","2024","3","28","09:00","-","0","-","-","-","-","91","0.7","2.3","1.4"
"Jyväskylä lentoasema","2024","3","28","10:00","-","0","-","-","-","-","82","2.4","4.5","3.4"
"Jyväskylä lentoasema","2024","3","28","11:00","-","0","-","-","-","-","72","4.4","6.4","5.3"
"Jyväskylä lentoasema","2024","3","28","12:00","-","0","-","-","-","-","59","6.4","9.2","8"
"Jyväskylä lentoasema","2024","3","28","13:00","-","0","-","-","-","-","50","9.2","10.1","9.8"
"Jyväskylä lentoasema","2024","3","28","14:00","-","0","-","-","-","-","48","9.7","10.6","10.3"
"Jyväskylä lentoasema","2024","3","28","15:00","-","0","-","-","-","-","48","9.8","10.5","10.1"
"Jyväskylä lentoasema","2024","3","28","16:00","-","0","-","-","-","-","51","8.2","9.9","9"
"Jyväskylä lentoasema","2024","3","28","17:00","-","0","-","-","-","-","58","6.3","8.1","7"
"Jyväskylä lentoasema","2024","3","28","18:00","-","0","-","-","-","-","63","5.3","6.7","5.9"
"Jyväskylä lentoasema","2024","3","28","19:00","-","0","-","-","-","-","67","4.4","5.7","5.1"
"Jyväskylä lentoasema","2024","3","28","20:00","-","0","-","-","-","-","75","2.1","4.6","3.3"
"Jyväskylä lentoasema","2024","3","28","21:00","-","0","-","-","-","-","80","2.2","3","2.5"
"Jyväskylä lentoasema","2024","3","28","22:00","-","0","-","-","-","-","78","2.5","3.2","2.8"
"Jyväskylä lentoasema","2024","3","28","23:00","-","0","-","-","-","-","80","1.7","3","2.4"
"Jyväskylä lentoasema","2024","3","29","00:00","-","0","-","-","-","-","78","1.8","3.3","3"
"Jyväskylä lentoasema","2024","3","29","01:00","-","0","-","-","-","-","83","0.9","2.7","1.9"
"Jyväskylä lentoasema","2024","3","29","02:00","-","0","-","-","-","-","88","0.6","1.4","1"
"Jyväskylä lentoasema","2024","3","29","03:00","-","0","-","-","-","-","84","1.1","2.4","1.9"
"Jyväskylä lentoasema","2024","3","29","04:00","-","0","-","-","-","-","82","2.4","2.6","2.5"
"Jyväskylä lentoasema","2024","3","29","05:00","-","0","-","-","-","-","82","2.3","2.7","2.5"
"Jyväskylä lentoasema","2024","3","29","06:00","-","0","-","-","-","-","82","2.2","2.9","2.7"
"Jyväskylä lentoasema","2024","3","29","07:00","-","0","-","-","-","-","83","2.4","2.9","2.7"
"Jyväskylä lentoasema","2024","3","29","08:00","-","0","-","-","-","-","82","2.7","3.6","3.1"
"Jyväskylä lentoasema","2024","3","29","09:00","-","0","-","-","-","-","77","3.7","5.3","4.4"
"Jyväskylä lentoasema","2024","3","29","10:00","-","0","-","-","-","-","74","4.6","5.8","5.2"
"Jyväskylä lentoasema","2024","3","29","11:00","-","0","-","-","-","-","70","5.6","6.9","6.3"
"Jyväskylä lentoasema","2024","3","29","12:00","-","0","-","-","-","-","67","6.7","7.3","7.1"
"Jyväskylä lentoasema","2024","3","29","13:00","-","0","-","-","-","-","69","5.9","7","6.6"
"Jyväskylä lentoasema","2024","3","29","14:00","-","0","-","-","-","-","68","6","7.3","6.8"
"Jyväskylä lentoasema","2024","3","29","15:00","-","0","-","-","-","-","70","5.4","6.4","6"
"Jyväskylä lentoasema","2024","3","29","16:00","-","0","-","-","-","-","74","4.5","5.6","5.1"
"Jyväskylä lentoasema","2024","3","29","17:00","-","0","-","-","-","-","75","4.5","5.2","4.9"
"Jyväskylä lentoasema","2024","3","29","18:00","-","0","-","-","-","-","76","4.4","5.1","4.7"
"Jyväskylä lentoasema","2024","3","29","19:00","-","0","-","-","-","-","78","3.9","4.8","4.3"
"Jyväskylä lentoasema","2024","3","29","20:00","-","0","-","-","-","-","81","3.4","4.1","3.7"
"Jyväskylä lentoasema","2024","3","29","21:00","-","0","-","-","-","-","81","3.2","4.1","3.5"
"Jyväskylä lentoasema","2024","3","29","22:00","-","0","-","-","-","-","81","3.1","3.6","3.4"
"Jyväskylä lentoasema","2024","3","29","23:00","-","0.1","-","-","-","-","86","2.5","3.4","3"
"Jyväskylä lentoasema","2024","3","30","00:00","-","0.4","-","-","-","-","94","2","2.5","2.3"
"Jyväskylä lentoasema","2024","3","30","01:00","-","0.7","-","-","-","-","98","1.5","2","1.8"
"Jyväskylä lentoasema","2024","3","30","02:00","-","0.9","-","-","-","-","99","1.5","1.8","1.7"
"Jyväskylä lentoasema","2024","3","30","03:00","-","0.8","-","-","-","-","99","1.5","1.7","1.6"
"Jyväskylä lentoasema","2024","3","30","04:00","-","0.6","-","-","-","-","100","1.4","1.6","1.5"
"Jyväskylä lentoasema","2024","3","30","05:00","-","0.5","-","-","-","-","99","1.5","1.8","1.7"
"Jyväskylä lentoasema","2024","3","30","06:00","-","0","-","-","-","-","98","1.6","1.7","1.7"
"Jyväskylä lentoasema","2024","3","30","07:00","-","0","-","-","-","-","97","1.5","1.7","1.6"
"Jyväskylä lentoasema","2024","3","30","08:00","-","0","-","-","-","-","95","1.6","1.9","1.7"
"Jyväskylä lentoasema","2024","3","30","09:00","-","0","-","-","-","-","93","1.7","2.1","2"
"Jyväskylä lentoasema","2024","3","30","10:00","-","0","-","-","-","-","89","2","3.3","2.5"
"Jyväskylä lentoasema","2024","3","30","11:00","-","0","-","-","-","-","86","3","3.6","3.3"
"Jyväskylä lentoasema","2024","3","30","12:00","-","0","-","-","-","-","82","3.5","4.3","4"
"Jyväskylä lentoasema","2024","3","30","13:00","-","0","-","-","-","-","80","4.1","5","4.5"
"Jyväskylä lentoasema","2024","3","30","14:00","-","0","-","-","-","-","77","4.8","5.3","5.1"
"Jyväskylä lentoasema","2024","3","30","15:00","-","0","-","-","-","-","77","4.8","5.2","5"
"Jyväskylä lentoasema","2024","3","30","16:00","-","0","-","-","-","-","79","4.3","4.9","4.6"
"Jyväskylä lentoasema","2024","3","30","17:00","-","0","-","-","-","-","82","3.7","4.3","4"
"Jyväskylä lentoasema","2024","3","30","18:00","-","0","-","-","-","-","83","3.3","3.8","3.6"
"Jyväskylä lentoasema","2024","3","30","19:00","-","0","-","-","-","-","85","3.1","3.4","3.2"
"Jyväskylä lentoasema","2024","3","30","20:00","-","0","-","-","-","-","87","2.8","3.1","3"
"Jyväskylä lentoasema","2024","3","30","21:00","-","0","-","-","-","-","88","2.7","3","2.9"
"Jyväskylä lentoasema","2024","3","30","22:00","-","0","-","-","-","-","87","2.6","3","2.8"
"Jyväskylä lentoasema","2024","3","30","23:00","-","0","-","-","-","-","90","1.5","2.7","2.1"
"Jyväskylä lentoasema","2024","3","31","00:00","-","0","-","-","-","-","92","1.8","2.2","2"
"Jyväskylä lentoasema","2024","3","31","01:00","-","0","-","-","-","-","93","1.7","2","1.9"
"Jyväskylä lentoasema","2024","3","31","02:00","-","0","-","-","-","-","95","1.5","1.9","1.7"
"Jyväskylä lentoasema","2024","3","31","03:00","-","0","-","-","-","-","97","1.3","1.8","1.6"
"Jyväskylä lentoasema","2024","3","31","04:00","-","0","-","-","-","-","99","0.8","1.4","1.1"
"Jyväskylä lentoasema","2024","3","31","05:00","-","0","-","-","-","-","100","0.9","1.2","1"
"Jyväskylä lentoasema","2024","3","31","06:00","-","0","-","-","-","-","100","0.8","1","0.9"
"Jyväskylä lentoasema","2024","3","31","07:00","-","0","-","-","-","-","100","0.9","1.2","1.1"
"Jyväskylä lentoasema","2024","3","31","08:00","-","0","-","-","-","-","100","1.1","1.4","1.3"
"Jyväskylä lentoasema","2024","3","31","09:00","-","0","-","-","-","-","100","1.3","1.6","1.5"
"Jyväskylä lentoasema","2024","3","31","10:00","-","0","-","-","-","-","100","1.5","1.7","1.6"
"Jyväskylä lentoasema","2024","3","31","11:00","-","0","-","-","-","-","99","1.5","1.7","1.6"
"Jyväskylä lentoasema","2024","3","31","12:00","-","0","-","-","-","-","98","1.4","2.1","1.8"
"Jyväskylä lentoasema","2024","3","31","13:00","-","0","-","-","-","-","96","1.9","2.4","2.2"
"Jyväskylä lentoasema","2024","3","31","14:00","-","0","-","-","-","-","95","2.4","3.1","2.7"
"Jyväskylä lentoasema","2024","3","31","15:00","-","0","-","-","-","-","94","3","3.4","3.2"
"Jyväskylä lentoasema","2024","3","31","16:00","-","0","-","-","-","-","94","2.5","3.2","3"
"Jyväskylä lentoasema","2024","3","31","17:00","-","0","-","-","-","-","95","2.6","2.9","2.8"
"Jyväskylä lentoasema","2024","3","31","18:00","-","0","-","-","-","-","97","1.9","2.6","2.2"
"Jyväskylä lentoasema","2024","3","31","19:00","-","0","-","-","-","-","98","0.8","2","1.4"
"Jyväskylä lentoasema","2024","3","31","20:00","-","0","-","-","-","-","99","0.9","1.7","1.5"
"Jyväskylä lentoasema","2024","3","31","21:00","-","0","-","-","-","-","99","0.6","1.5","1.1"
"Jyväskylä lentoasema","2024","3","31","22:00","-","0","-","-","-","-","99","1","1.4","1.2"
"Jyväskylä lentoasema","2024","3","31","23:00","-","0","-","-","-","-","100","0.9","1.4","1.2"
"Jyväskylä lentoasema","2024","4","1","00:00","-","0","-","-","-","-","100","0.8","1.7","1.5"
"Jyväskylä lentoasema","2024","4","1","01:00","-","0","-","-","-","-","100","1","2","1.6"
"Jyväskylä lentoasema","2024","4","1","02:00","-","0","-","-","-","-","100","1.7","2.3","2"
"Jyväskylä lentoasema","2024","4","1","03:00","-","0.9","-","-","-","-","100","1.2","2.2","1.9"
"Jyväskylä lentoasema","2024","4","1","04:00","-","0","-","-","-","-","100","1.8","2.2","2.1"
"Jyväskylä lentoasema","2024","4","1","05:00","-","0","-","-","-","-","100","1.4","2.1","1.9"
"Jyväskylä lentoasema","2024","4","1","06:00","-","0","-","-","-","-","100","1.4","2","1.8"
"Jyväskylä lentoasema","2024","4","1","07:00","-","0","-","-","-","-","100","1.7","2.1","1.9"
"Jyväskylä lentoasema","2024","4","1","08:00","-","0","-","-","-","-","100","1.8","2.5","2.2"
"Jyväskylä lentoasema","2024","4","1","09:00","-","0","-","-","-","-","100","1.6","2.5","2.1"
"Jyväskylä lentoasema","2024","4","1","10:00","-","0","-","-","-","-","100","2.1","3.2","2.8"
"Jyväskylä lentoasema","2024","4","1","11:00","-","0","-","-","-","-","100","2.8","3.8","3.3"
"Jyväskylä lentoasema","2024","4","1","12:00","-","0","-","-","-","-","100","2.5","3.9","3.4"
"Jyväskylä lentoasema","2024","4","1","13:00","-","0","-","-","-","-","99","3","3.8","3.3"
"Jyväskylä lentoasema","2024","4","1","14:00","-","0","-","-","-","-","98","2.6","3.5","3"
"Jyväskylä lentoasema","2024","4","1","15:00","-","0","-","-","-","-","98","2.6","3.3","2.8"
"Jyväskylä lentoasema","2024","4","1","16:00","-","0","-","-","-","-","99","2.2","3.2","2.6"
"Jyväskylä lentoasema","2024","4","1","17:00","-","0","-","-","-","-","99","1.9","2.5","2.3"
"Jyväskylä lentoasema","2024","4","1","18:00","-","0","-","-","-","-","99","1.8","2.2","2"
"Jyväskylä lentoasema","2024","4","1","19:00","-","0","-","-","-","-","99","1.3","1.9","1.6"
"Jyväskylä lentoasema","2024","4","1","20:00","-","0","-","-","-","-","98","0.8","1.4","1.1"
"Jyväskylä lentoasema","2024","4","1","21:00","-","0","-","-","-","-","97","0.3","0.8","0.5"
"Jyväskylä lentoasema","2024","4","1","22:00","-","0","-","-","-","-","95","0","0.3","0.2"
"Jyväskylä lentoasema","2024","4","1","23:00","-","0","-","-","-","-","95","-0.5","0","-0.1"
"Jyväskylä lentoasema","2024","4","2","00:00","-","0","-","-","-","-","96","-0.8","-0.5","-0.7"
"Jyväskylä lentoasema","2024","4","2","01:00","-","0","-","-","-","-","93","-1","-0.8","-0.9"
"Jyväskylä lentoasema","2024","4","2","02:00","-","0","-","-","-","-","90","-1.4","-1","-1.2"
"Jyväskylä lentoasema","2024","4","2","03:00","-","0","-","-","-","-","86","-1.5","-1.3","-1.4"
"Jyväskylä lentoasema","2024","4","2","04:00","-","0","-","-","-","-","88","-1.5","-1.3","-1.5"
"Jyväskylä lentoasema","2024","4","2","05:00","-","0","-","-","-","-","90","-1.8","-1.6","-1.7"
"Jyväskylä lentoasema","2024","4","2","06:00","-","0","-","-","-","-","87","-2","-1.7","-1.8"
"Jyväskylä lentoasema","2024","4","2","07:00","-","0","-","-","-","-","87","-2.1","-1.8","-1.9"
"Jyväskylä lentoasema","2024","4","2","08:00","-","0","-","-","-","-","83","-1.7","-1.4","-1.6"
"Jyväskylä lentoasema","2024","4","2","09:00","-","0","-","-","-","-","81","-1.4","-1","-1.1"
"Jyväskylä lentoasema","2024","4","2","10:00","-","0","-","-","-","-","80","-1.2","-1","-1.1"
"Jyväskylä lentoasema","2024","4","2","11:00","-","0","-","-","-","-","79","-1.3","-0.9","-1.1"
"Jyväskylä lentoasema","2024","4","2","12:00","-","0","-","-","-","-","79","-1.4","-1.2","-1.3"
"Jyväskylä lentoasema","2024","4","2","13:00","-","0","-","-","-","-","79","-1.6","-1.3","-1.4"
"Jyväskylä lentoasema","2024","4","2","14:00","-","0","-","-","-","-","79","-1.9","-1.5","-1.7"
"Jyväskylä lentoasema","2024","4","2","15:00","-","0","-","-","-","-","78","-1.9","-1.7","-1.8"
"Jyväskylä lentoasema","2024","4","2","16:00","-","0","-","-","-","-","78","-2","-1.7","-1.8"
"Jyväskylä lentoasema","2024","4","2","17:00","-","0","-","-","-","-","77","-2.3","-2","-2.1"
"Jyväskylä lentoasema","2024","4","2","18:00","-","0","-","-","-","-","76","-2.5","-2.2","-2.4"
"Jyväskylä lentoasema","2024","4","2","19:00","-","0","-","-","-","-","77","-2.7","-2.5","-2.6"
"Jyväskylä lentoasema","2024","4","2","20:00","-","0","-","-","-","-","76","-2.8","-2.7","-2.7"
"Jyväskylä lentoasema","2024","4","2","21:00","-","0","-","-","-","-","75","-2.8","-2.7","-2.8"
"Jyväskylä lentoasema","2024","4","2","22:00","-","0","-","-","-","-","75","-2.9","-2.8","-2.8"
"Jyväskylä lentoasema","2024","4","2","23:00","-","0","-","-","-","-","75","-3.1","-2.9","-3"
"Jyväskylä lentoasema","2024","4","3","00:00","-","0","-","-","-","-","75","-3.2","-3","-3.1"
"Jyväskylä lentoasema","2024","4","3","01:00","-","0","-","-","-","-","74","-3.4","-3.2","-3.3"
"Jyväskylä lentoasema","2024","4","3","02:00","-","0","-","-","-","-","74","-3.7","-3.4","-3.6"
"Jyväskylä lentoasema","2024","4","3","03:00","-","0","-","-","-","-","74","-4","-3.7","-3.8"
"Jyväskylä lentoasema","2024","4","3","04:00","-","0","-","-","-","-","75","-4.3","-4","-4.2"
"Jyväskylä lentoasema","2024","4","3","05:00","-","0","-","-","-","-","75","-4.4","-4.3","-4.4"
"Jyväskylä lentoasema","2024","4","3","06:00","-","0","-","-","-","-","75","-4.4","-4.2","-4.4"
"Jyväskylä lentoasema","2024","4","3","07:00","-","0","-","-","-","-","75","-4.4","-4.1","-4.3"
"Jyväskylä lentoasema","2024","4","3","08:00","-","0","-","-","-","-","75","-4.2","-3.8","-4"
"Jyväskylä lentoasema","2024","4","3","09:00","-","0","-","-","-","-","73","-3.8","-3.4","-3.6"
"Jyväskylä lentoasema","2024","4","3","10:00","-","0","-","-","-","-","73","-3.8","-3.3","-3.6"
"Jyväskylä lentoasema","2024","4","3","11:00","-","0","-","-","-","-","74","-4","-3.8","-3.9"
"Jyväskylä lentoasema","2024","4","3","12:00","-","0","-","-","-","-","72","-4","-3.4","-3.7"
"Jyväskylä lentoasema","2024","4","3","13:00","-","0","-","-","-","-","66","-3.4","-2.8","-3"
"Jyväskylä lentoasema","2024","4","3","14:00","-","0","-","-","-","-","62","-2.9","-2.7","-2.8"
"Jyväskylä lentoasema","2024","4","3","15:00","-","0","-","-","-","-","64","-3.3","-2.9","-3.1"
"Jyväskylä lentoasema","2024","4","3","16:00","-","0","-","-","-","-","68","-3.6","-3.2","-3.4"
"Jyväskylä lentoasema","2024","4","3","17:00","-","0","-","-","-","-","62","-3.4","-3.1","-3.2"
"Jyväskylä lentoasema","2024","4","3","18:00","-","0","-","-","-","-","61","-3.4","-3.1","-3.2"
"Jyväskylä lentoasema","2024","4","3","19:00","-","0","-","-","-","-","62","-4","-3.4","-3.7"
"Jyväskylä lentoasema","2024","4","3","20:00","-","0","-","-","-","-","62","-4.6","-3.9","-4.3"
"Jyväskylä lentoasema","2024","4","3","21:00","-","0","-","-","-","-","58","-5.1","-4.6","-4.8"
"Jyväskylä lentoasema","2024","4","3","22:00","-","0","-","-","-","-","60","-6.8","-5.1","-5.9"
"Jyväskylä lentoasema","2024","4","3","23:00","-","0","-","-","-","-","60","-7.9","-6.7","-7.3"
"Jyväskylä lentoasema","2024","4","4","00:00","-","0","-","-","-","-","61","-8.7","-7.8","-8.2"
"Jyväskylä lentoasema","2024","4","4","01:00","-","0","-","-","-","-","63","-9.7","-8.6","-9.1"
"Jyväskylä lentoasema","2024","4","4","02:00","-","0","-","-","-","-","65","-10","-9.3","-9.6"
"Jyväskylä lentoasema","2024","4","4","03:00","-","0","-","-","-","-","68","-10.5","-9.8","-10.3"
"Jyväskylä lentoasema","2024","4","4","04:00","-","0","-","-","-","-","69","-10.9","-10","-10.5"
"Jyväskylä lentoasema","2024","4","4","05:00","-","0","-","-","-","-","69","-10.8","-9.6","-10.2"
"Jyväskylä lentoasema","2024","4","4","06:00","-","0","-","-","-","-","63","-9.8","-8.1","-9"
"Jyväskylä lentoasema","2024","4","4","07:00","-","0","-","-","-","-","55","-8","-6.4","-7.2"
"Jyväskylä lentoasema","2024","4","4","08:00","-","0","-","-","-","-","47","-6.4","-5.3","-5.8"
"Jyväskylä lentoasema","2024","4","4","09:00","-","0","-","-","-","-","43","-5.3","-4.4","-4.8"
"Jyväskylä lentoasema","2024","4","4","10:00","-","0","-","-","-","-","40","-4.6","-3.8","-4.2"
"Jyväskylä lentoasema","2024","4","4","11:00","-","0","-","-","-","-","35","-3.9","-3.2","-3.6"
"Jyväskylä lentoasema","2024","4","4","12:00","-","0","-","-","-","-","35","-3.3","-2.7","-3"
"Jyväskylä lentoasema","2024","4","4","13:00","-","0","-","-","-","-","34","-2.8","-2.1","-2.5"
"Jyväskylä lentoasema","2024","4","4","14:00","-","0","-","-","-","-","32","-2.5","-2.2","-2.4"
"Jyväskylä lentoasema","2024","4","4","15:00","-","0","-","-","-","-","31","-2.4","-1.7","-2.2"
"Jyväskylä lentoasema","2024","4","4","16:00","-","0","-","-","-","-","35","-3","-2.4","-2.6"
"Jyväskylä lentoasema","2024","4","4","17:00","-","0","-","-","-","-","36","-4","-2.8","-3.4"
"Jyväskylä lentoasema","2024","4","4","18:00","-","0","-","-","-","-","39","-5.2","-3.9","-4.7"
"Jyväskylä lentoasema","2024","4","4","19:00","-","0","-","-","-","-","47","-8.1","-5","-6.2"
"Jyväskylä lentoasema","2024","4","4","20:00","-","0","-","-","-","-","62","-8.9","-7.8","-8.5"
"Jyväskylä lentoasema","2024","4","4","21:00","-","0","-","-","-","-","69","-10.7","-8.9","-9.7"
"Jyväskylä lentoasema","2024","4","4","22:00","-","0","-","-","-","-","74","-11.9","-10.5","-11.2"
"Jyväskylä lentoasema","2024","4","4","23:00","-","0","-","-","-","-","74","-12.5","-10.9","-11.2"
"Jyväskylä lentoasema","2024","4","5","00:00","-","0","-","-","-","-","76","-12.4","-11.5","-12"
"Jyväskylä lentoasema","2024","4","5","01:00","-","0","-","-","-","-","78","-12.9","-11.5","-12"
"Jyväskylä lentoasema","2024","4","5","02:00","-","0","-","-","-","-","74","-11.8","-10.5","-11.2"
"Jyväskylä lentoasema","2024","4","5","03:00","-","0","-","-","-","-","69","-10.8","-9.7","-10.3"
"Jyväskylä lentoasema","2024","4","5","04:00","-","0","-","-","-","-","69","-10.8","-9.6","-10.2"
"Jyväskylä lentoasema","2024","4","5","05:00","-","0","-","-","-","-","58","-9.6","-7.2","-8.3"
"Jyväskylä lentoasema","2024","4","5","06:00","-","0","-","-","-","-","52","-7.2","-5.7","-6.4"
"Jyväskylä lentoasema","2024","4","5","07:00","-","0","-","-","-","-","52","-5.7","-4.5","-5.1"
"Jyväskylä lentoasema","2024","4","5","08:00","-","0","-","-","-","-","51","-4.6","-3.6","-4"
"Jyväskylä lentoasema","2024","4","5","09:00","-","0","-","-","-","-","44","-3.7","-2.9","-3.3"
"Jyväskylä lentoasema","2024","4","5","10:00","-","0","-","-","-","-","43","-3.1","-2.6","-2.8"
"Jyväskylä lentoasema","2024","4","5","11:00","-","0","-","-","-","-","47","-3.2","-2.7","-2.9"
