"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [UTC]","Lämpötilan keskiarvo [°C]","Ylin lämpötila [°C]","Alin lämpötila [°C]","Keskituulen nopeus [m/s]","Suhteellisen kosteuden keskiarvo [%]","Kovin keskituulen nopeus [m/s]","Tuulen suunnan keskiarvo [°]","Kovin puuska [m/s]","Tunnin sademäärä [mm]","Ilmanpaineen keskiarvo [hPa]"
"Jyväskylä lentoasema","2024","4","3","15:00","-3.1","-2.9","-3.3","-","64","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","3","16:00","-3.4","-3.2","-3.6","-","68","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","3","17:00","-3.2","-3.1","-3.4","-","62","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","3","18:00","-3.2","-3.1","-3.4","-","61","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","3","19:00","-3.7","-3.4","-4","-","62","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","3","20:00","-4.3","-3.9","-4.6","-","62","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","3","21:00","-4.8","-4.6","-5.1","-","58","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","3","22:00","-5.9","-5.1","-6.8","-","60","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","3","23:00","-7.3","-6.7","-7.9","-","60","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","4","00:00","-8.2","-7.8","-8.7","-","61","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","4","01:00","-9.1","-8.6","-9.7","-","63","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","4","02:00","-9.6","-9.3","-10","-","65","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","4","03:00","-10.3","-9.8","-10.5","-","68","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","4","04:00","-10.5","-10","-10.9","-","69","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","4","05:00","-10.2","-9.6","-10.8","-","69","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","4","06:00","-9","-8.1","-9.8","-","63","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","4","07:00","-7.2","-6.4","-8","-","55","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","4","08:00","-5.8","-5.3","-6.4","-","47","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","4","09:00","-4.8","-4.4","-5.3","-","43","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","4","10:00","-4.2","-3.8","-4.6","-","40","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","4","11:00","-3.6","-3.2","-3.9","-","35","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","4","12:00","-3","-2.7","-3.3","-","35","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","4","13:00","-2.5","-2.1","-2.8","-","34","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","4","14:00","-2.4","-2.2","-2.5","-","32","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","4","15:00","-2.2","-1.7","-2.4","-","31","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","4","16:00","-2.6","-2.4","-3","-","35","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","4","17:00","-3.4","-2.8","-4","-","36","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","4","18:00","-4.7","-3.9","-5.2","-","39","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","4","19:00","-6.2","-5","-8.1","-","47","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","4","20:00","-8.5","-7.8","-8.9","-","62","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","4","21:00","-9.7","-8.9","-10.7","-","69","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","4","22:00","-11.2","-10.5","-11.9","-","74","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","4","23:00","-11.2","-10.9","-12.5","-","74","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","5","00:00","-12","-11.5","-12.4","-","76","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","5","01:00","-12","-11.5","-12.9","-","78","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","5","02:00","-11.2","-10.5","-11.8","-","74","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","5","03:00","-10.3","-9.7","-10.8","-","69","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","5","04:00","-10.2","-9.6","-10.8","-","69","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","5","05:00","-8.3","-7.2","-9.6","-","58","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","5","06:00","-6.4","-5.7","-7.2","-","52","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","5","07:00","-5.1","-4.5","-5.7","-","52","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","5","08:00","-4","-3.6","-4.6","-","51","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","5","09:00","-3.3","-2.9","-3.7","-","44","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","5","10:00","-2.8","-2.6","-3.1","-","43","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","5","11:00","-2.9","-2.7","-3.2","-","47","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","5","12:00","-2.7","-2.4","-3.3","-","51","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","5","13:00","-2.8","-2.6","-3.1","-","53","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","5","14:00","-2.7","-2.4","-3.1","-","56","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","5","15:00","-3.5","-2.9","-3.8","-","69","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","5","16:00","-4","-3.7","-4.3","-","76","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","5","17:00","-4.3","-4.2","-4.4","-","82","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","5","18:00","-4.4","-4.3","-4.4","-","82","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","5","19:00","-4.4","-4.3","-4.5","-","85","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","5","20:00","-4.5","-4.5","-4.6","-","86","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","5","21:00","-4.6","-4.6","-4.7","-","87","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","5","22:00","-4.6","-4.6","-4.7","-","88","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","5","23:00","-4.5","-4.5","-4.6","-","89","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","6","00:00","-4.5","-4.5","-4.5","-","90","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","6","01:00","-4.5","-4.4","-4.5","-","91","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","6","02:00","-4.5","-4.5","-4.5","-","93","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","6","03:00","-4.6","-4.5","-4.6","-","96","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","6","04:00","-4.5","-4.4","-4.6","-","98","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","6","05:00","-4.3","-4.2","-4.5","-","98","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","6","06:00","-4","-3.8","-4.2","-","97","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","6","07:00","-3.4","-3","-3.8","-","91","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","6","08:00","-2.8","-2.5","-3","-","83","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","6","09:00","-2.5","-2.4","-2.6","-","81","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","6","10:00","-2.2","-1.9","-2.4","-","78","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","6","11:00","-1.9","-1.6","-2.1","-","74","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","6","12:00","-1.5","-1.2","-1.8","-","70","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","6","13:00","-1","-0.7","-1.4","-","68","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","6","14:00","-0.5","-0.3","-0.9","-","64","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","6","15:00","-0.3","-0.1","-0.6","-","62","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","6","16:00","-0.2","0.2","-1.2","-","61","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","6","17:00","-1.9","-0.8","-2.6","-","69","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","6","18:00","-2.6","-1.7","-3.4","-","71","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","6","19:00","-4.5","-3.4","-5.3","-","80","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","6","20:00","-5.8","-5.2","-6.3","-","86","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","6","21:00","-7","-6.3","-7.9","-","89","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","6","22:00","-8.2","-7.7","-8.5","-","93","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","6","23:00","-8.8","-8","-9.3","-","93","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","7","00:00","-9.4","-9.2","-9.6","-","92","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","7","01:00","-9","-8.7","-9.3","-","94","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","7","02:00","-8.2","-8","-8.7","-","92","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","7","03:00","-7.5","-6.5","-8.1","-","92","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","7","04:00","-5.9","-5.5","-6.5","-","90","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","7","05:00","-4.7","-3.6","-5.5","-","88","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","7","06:00","-2.9","-2.4","-3.6","-","87","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","7","07:00","-2.1","-1.8","-2.4","-","89","-","-","-","0.6","-"
"Jyväskylä lentoasema","2024","4","7","08:00","-1.4","-1.1","-1.8","-","94","-","-","-","1.1","-"
"Jyväskylä lentoasema","2024","4","7","09:00","-0.6","-0.2","-1.1","-","96","-","-","-","1.5","-"
"Jyväskylä lentoasema","2024","4","7","10:00","0","0.1","-0.2","-","97","-","-","-","2.6","-"
"Jyväskylä lentoasema","2024","4","7","11:00","0.2","0.3","0.1","-","97","-","-","-","0.4","-"
"Jyväskylä lentoasema","2024","4","7","12:00","0.3","0.4","0.2","-","98","-","-","-","0.6","-"
"Jyväskylä lentoasema","2024","4","7","13:00","0.6","0.9","0.3","-","98","-","-","-","0.3","-"
"Jyväskylä lentoasema","2024","4","7","14:00","1.3","1.7","0.9","-","99","-","-","-","1.1","-"
"Jyväskylä lentoasema","2024","4","7","15:00","1.9","2.2","1.7","-","99","-","-","-","1.2","-"
"Jyväskylä lentoasema","2024","4","7","16:00","2.5","3.1","2.2","-","99","-","-","-","0.2","-"
"Jyväskylä lentoasema","2024","4","7","17:00","3.4","3.8","3.1","-","99","-","-","-","0.4","-"
"Jyväskylä lentoasema","2024","4","7","18:00","4.1","4.4","3.8","-","99","-","-","-","0.1","-"
"Jyväskylä lentoasema","2024","4","7","19:00","4.7","5.2","4.4","-","99","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","7","20:00","5.8","6.3","5.2","-","98","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","7","21:00","6.4","6.5","6.2","-","96","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","7","22:00","6.4","6.6","6.2","-","94","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","7","23:00","5.9","6.2","5.5","-","92","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","8","00:00","5.5","5.7","5.3","-","92","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","8","01:00","5.2","5.4","4.9","-","92","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","8","02:00","4.7","5","4.5","-","92","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","8","03:00","4.3","4.5","4.2","-","92","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","8","04:00","4","4.3","3.8","-","92","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","8","05:00","4.2","4.5","3.9","-","90","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","8","06:00","5.1","5.7","4.5","-","85","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","8","07:00","5.9","6.2","5.6","-","81","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","8","08:00","6.6","7.2","6.2","-","78","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","8","09:00","7.9","8.5","7.4","-","73","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","8","10:00","9.2","9.9","8.4","-","67","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","8","11:00","10","10.7","9.3","-","62","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","8","12:00","9.1","9.6","8.7","-","66","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","8","13:00","9.8","10.3","9.5","-","64","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","8","14:00","8.9","9.6","8.6","-","75","-","-","-","0.1","-"
"Jyväskylä lentoasema","2024","4","8","15:00","8.2","8.6","7.7","-","85","-","-","-","0.1","-"
"Jyväskylä lentoasema","2024","4","8","16:00","7.7","8","7.5","-","91","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","8","17:00","7.7","8.1","7.2","-","87","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","8","18:00","7.1","7.3","6.8","-","87","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","8","19:00","6.3","6.8","5.8","-","90","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","8","20:00","5.2","6.2","4.3","-","94","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","8","21:00","3.9","4.5","3.1","-","97","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","8","22:00","2.8","3.4","2.1","-","99","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","8","23:00","2.5","3.4","0.6","-","99","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","9","00:00","0.6","1.2","0.1","-","99","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","9","01:00","1.4","2.2","0.1","-","100","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","9","02:00","1.5","2.3","1.1","-","100","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","9","03:00","1","1.4","0.5","-","100","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","9","04:00","0.6","0.8","0.4","-","100","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","9","05:00","0.7","1","0.4","-","100","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","9","06:00","1.4","2","0.8","-","100","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","9","07:00","3","4","1.9","-","100","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","9","08:00","3.9","4.6","3.5","-","99","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","9","09:00","6.2","7.7","4.6","-","89","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","9","10:00","8.3","9.9","7.4","-","76","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","9","11:00","10.2","11","9.4","-","66","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","9","12:00","11.8","12.6","10.3","-","56","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","9","13:00","12.6","13.2","11.9","-","54","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","9","14:00","13.1","13.8","12.6","-","50","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","9","15:00","13.4","14.3","12.8","-","49","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","9","16:00","11.9","12.8","11","-","58","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","9","17:00","10.1","11.2","9","-","66","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","9","18:00","7.5","9.5","6.5","-","78","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","9","19:00","4.8","6.3","3.2","-","88","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","9","20:00","3.2","3.4","2.7","-","95","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","9","21:00","2.2","3.1","1.5","-","95","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","9","22:00","1.2","1.7","0.8","-","96","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","9","23:00","0.6","1","0.2","-","97","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","10","00:00","0","0.3","-0.7","-","98","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","10","01:00","0.4","0.8","0.1","-","98","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","10","02:00","0.4","0.8","-0.4","-","99","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","10","03:00","0.3","0.8","-0.4","-","99","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","10","04:00","0.5","0.9","-0.3","-","100","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","10","05:00","0.8","1.8","0.3","-","100","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","10","06:00","2.7","3.3","1.9","-","100","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","10","07:00","4","5.4","2.6","-","100","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","10","08:00","6.7","7.7","5.4","-","91","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","10","09:00","8.5","9.7","7.7","-","83","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","10","10:00","10.6","11.8","9.6","-","79","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","10","11:00","12.1","12.5","11.6","-","74","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","10","12:00","12.2","12.6","11.7","-","76","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","10","13:00","11.3","11.7","10.9","-","80","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","10","14:00","11.7","12.7","10.6","-","80","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","10","15:00","11.4","12.3","10.7","-","70","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","10","16:00","10.2","10.6","9.8","-","66","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","10","17:00","9.2","9.8","8.2","-","71","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","10","18:00","9.1","9.3","9","-","68","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","10","19:00","8.4","9","8.2","-","70","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","10","20:00","7.7","8.2","7.4","-","75","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","10","21:00","6.9","7.4","6.7","-","80","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","10","22:00","5.9","6.9","5.3","-","88","-","-","-","0.2","-"
"Jyväskylä lentoasema","2024","4","10","23:00","5.2","5.4","4.9","-","93","-","-","-","0.3","-"
"Jyväskylä lentoasema","2024","4","11","00:00","4.7","4.9","4.6","-","95","-","-","-","0.2","-"
"Jyväskylä lentoasema","2024","4","11","01:00","4.6","4.7","4.4","-","94","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","11","02:00","4","4.4","3.5","-","92","-","-","-","0.1","-"
"Jyväskylä lentoasema","2024","4","11","03:00","3.3","3.5","3","-","88","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","11","04:00","2.9","3.1","2.8","-","87","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","11","05:00","3.5","3.9","2.9","-","82","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","11","06:00","4.5","5","3.9","-","75","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","11","07:00","5.6","6.2","5","-","66","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","11","08:00","6.7","7.2","6.2","-","59","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","11","09:00","7.5","8","7","-","54","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","11","10:00","8.3","8.9","7.9","-","49","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","11","11:00","9.3","9.9","8.7","-","44","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","11","12:00","10","10.6","9.7","-","41","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","11","13:00","10.3","10.8","9.9","-","41","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","11","14:00","9.9","10.2","9.5","-","44","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","11","15:00","9.1","9.8","8.3","-","45","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","11","16:00","7.8","8.3","6.8","-","54","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","11","17:00","5.4","6.7","4.5","-","79","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","11","18:00","3.9","4.6","3.4","-","92","-","-","-","0.3","-"
"Jyväskylä lentoasema","2024","4","11","19:00","3.4","3.6","3.1","-","98","-","-","-","0.8","-"
"Jyväskylä lentoasema","2024","4","11","20:00","3.4","3.6","3.1","-","97","-","-","-","0.9","-"
"Jyväskylä lentoasema","2024","4","11","21:00","2.9","3.1","2.6","-","97","-","-","-","1.1","-"
"Jyväskylä lentoasema","2024","4","11","22:00","2.7","2.8","2.5","-","99","-","-","-","0.5","-"
"Jyväskylä lentoasema","2024","4","11","23:00","2.5","2.7","2.3","-","99","-","-","-","0.6","-"
"Jyväskylä lentoasema","2024","4","12","00:00","2.7","3","2.4","-","99","-","-","-","0.2","-"
"Jyväskylä lentoasema","2024","4","12","01:00","3.1","3.3","3","-","97","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","12","02:00","2.9","3.1","2.7","-","96","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","12","03:00","2.6","2.8","2.4","-","95","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","12","04:00","2.3","2.4","2.2","-","95","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","12","05:00","2.4","2.6","2.2","-","95","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","12","06:00","2.7","3.1","2.5","-","93","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","12","07:00","3.3","3.6","3","-","87","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","12","08:00","4.1","4.8","3.6","-","77","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","12","09:00","5.1","5.7","4.8","-","66","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","12","10:00","6.2","7","5.5","-","59","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","12","11:00","7","7.6","6.4","-","54","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","12","12:00","8","8.6","7.4","-","50","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","12","13:00","8.5","9","8","-","49","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","12","14:00","8.9","9.3","8.6","-","47","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","12","15:00","9.2","9.5","8.9","-","44","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","12","16:00","9.4","9.8","9","-","42","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","12","17:00","8.1","9.2","6.2","-","46","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","12","18:00","5.5","6.5","4.9","-","56","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","12","19:00","3.6","5","1.7","-","63","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","12","20:00","0.7","1.8","0","-","79","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","12","21:00","-0.6","0.1","-0.9","-","86","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","12","22:00","-1.2","-0.9","-1.7","-","88","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","12","23:00","-1.7","-1.3","-1.9","-","92","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","13","00:00","-1.5","-1.2","-1.6","-","91","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","13","01:00","-1.8","-1.3","-1.9","-","93","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","13","02:00","-1.9","-1.8","-2.1","-","94","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","13","03:00","-2.2","-1.5","-3","-","93","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","13","04:00","-2.3","-1.7","-2.9","-","95","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","13","05:00","-0.3","1.6","-2","-","88","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","13","06:00","3.1","4.5","1.7","-","79","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","13","07:00","5.7","6.4","4.5","-","78","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","13","08:00","6.5","7.5","5.5","-","79","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","13","09:00","6.8","7.7","6.2","-","77","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","13","10:00","8.4","9.7","7","-","71","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","13","11:00","10.3","10.8","9.7","-","64","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","13","12:00","10.9","11.6","10.4","-","58","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","13","13:00","12.1","12.9","11.4","-","54","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","13","14:00","12.8","13.1","12.4","-","53","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","13","15:00","13","13.5","12","-","52","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","13","16:00","12.3","13.3","11.5","-","57","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","13","17:00","11.1","11.7","10","-","66","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","13","18:00","9.3","9.9","8.7","-","75","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","13","19:00","8.3","8.7","7.9","-","80","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","13","20:00","7.2","7.9","6.6","-","90","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","13","21:00","6.3","6.6","6","-","95","-","-","-","0.2","-"
"Jyväskylä lentoasema","2024","4","13","22:00","5.9","6.1","5.7","-","97","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","13","23:00","5.8","5.8","5.7","-","98","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","14","00:00","5.7","5.8","5.6","-","95","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","14","01:00","5.4","5.7","5.1","-","91","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","14","02:00","5","5.2","4.7","-","90","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","14","03:00","4.6","4.7","4.3","-","92","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","14","04:00","3.9","4.3","3.6","-","94","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","14","05:00","3.6","3.7","3.4","-","95","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","14","06:00","3.5","3.7","3.4","-","95","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","14","07:00","3.9","4.6","3.5","-","91","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","14","08:00","5.4","6.5","4.4","-","83","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","14","09:00","7.4","8.2","6.3","-","74","-","-","-","0","-"
"Jyväskylä lentoasema","2024","4","14","10:00","8.7","9.8","8","-","67","-","-","-","0","-"
